ticker,alias,alias_type
414A,JP3173150008,isin
414A,overlap holdings,name
4150,TW0004150B17,isin
4150,unicon optical,name
4151,JP3256000005,isin
4151,kyowa kirin,name
4153,TW0004153002,isin
4153,diva laboratories,name
415340,KR7415340009,isin
415340,kodex china star 50 synth,name
415340,kodex china star 50,name
415380,KR7415380005,isin
415380,415380,wkn
415380,studio samick,name
4154,KYG527551082,isin
4155,TW0004155007,isin
4157,KYG866171005,isin
4157,taigen biopharmaceuticals holdings,name
4157,taigen biopharmaceuticals,name
415760,KR7415760008,isin
415760,sol china fostering industry active,name
415920,KR7415920008,isin
415920,arirang rareearth mv,name
415A,JP3386980001,isin
415A,gmo tech holdings,name
4160,TW0004160007,isin
4160,genetics generation advancement,name
416090,KR7416090009,isin
416090,ace china star50,name
4161,TW0004161005,isin
4161,bioptik technology,name
4161,bioptik,name
416180,KR7416180008,isin
416180,shinsung st,name
4163,TW0004163001,isin
4163,intai technology,name
4163,intai,name
4164,TW0004164009,isin
4165,JP3833270006,isin
4165,plaid,name
4166,TW0004166004,isin
4166,orient pharma,name
4167,TW0004167002,isin
4167,savior lifetec,name
4168,TW0004168000,isin
4168,glyconex,name
416A,JP3821300005,isin
416A,fuji united holdings,name
4170,TW0004170B13,isin
417010,KR7417010006,isin
417010,nanotim,name
4171,TW0004171004,isin
4171,genereach biotechnology,name
417180,KR7417180007,isin
417180,finger story,name
4172,TW0004172B11,isin
4172,innopharmax,name
417200,KR7417200003,isin
417200,ls materials,name
4173,TW0004173000,isin
4173,arich enterprise,name
417310,KR7417310000,isin
417310,koramco the one reit,name
4174,TW0004174008,isin
4174,obi pharma,name
417450,KR7417450004,isin
417450,kbstar global h2 econ,name
4175,TW0004175005,isin
4175,medfirst healthcare services lnc,name
417500,KR7417500006,isin
417500,ji tech,name
4176,JP3297320008,isin
4176,coconala,name
417630,KR7417630001,isin
417630,tiger innovator esg30,name
4177,JP3104830009,isin
4177,i-plug,name
417790,KR7417790003,isin
417790,truen,name
4178,JP3347180006,isin
4178,sharing innovations,name
417840,KR7417840006,isin
417840,justem,name
417860,KR7417860004,isin
417860,obzen,name
4179,JP3386760007,isin
4179,g-next,name
417970,KR7417970001,isin
417970,model solution,name
417A,JP3831110006,isin
417A,blue zones holdings,name
4180,JP3160960005,isin
4180,appier group,name
4182,JP3896800004,isin
4182,mitsubishi gas chemical,name
4183,TW0004183009,isin
4183,eps bio technology,name
418420,KR7418420006,isin
418420,raontech,name
418470,KR7418470001,isin
418470,millie seojae,name
418550,KR7418550000,isin
418550,jeio proposed,name
4186,TW0004186B15,isin
4186,taiwan advance bio-pharmaceutical,name
4186,taiwan advance bio,name
418620,KR7418620001,isin
418620,418620,wkn
418660,KR7418660007,isin
418660,tiger synth-nasdaq 100 leverage,name
418670,KR7418670006,isin
418670,tiger global cybersecurity indxx,name
4187,JP3187000009,isin
4187,osaka organic chemical industry,name
4188,TW0004188008,isin
4188,amcad biomed,name
4189,JP3277040006,isin
4189,kh neochem,name
419050,KR7419050000,isin
419050,samkee ev,name
419080,KR7419080007,isin
419080,enjet,name
419120,KR7419120001,isin
419120,sandoll,name
4192,TW0004192000,isin
4192,syncore biotechnology,name
4193,JP3802470009,isin
4193,fabrica holdings,name
4194,TW0004194B15,isin
4194,holy stone healthcare,name
419420,KR7419420005,isin
419420,kodex us clean energy nasdaq,name
419430,KR7419430004,isin
419430,kodex msci china batteries synth,name
419430,kodex msci china batteries,name
4195,TW0004195B14,isin
4195,genomics biosci & tech,name
419530,KR7419530001,isin
419530,samg entertainment,name
419540,KR7419540000,isin
419540,bistos,name
4196,JP3758260008,isin
4196,neo marketing,name
419650,KR7419650007,isin
419650,arirang hydrogen nextgen fuel cell mv,name
4197,JP3119870008,isin
4197,asmarq,name
4198,TW0004198007,isin
4198,s&s healthcare holding,name
4198,s&s healthcare,name
419890,KR7419890009,isin
419890,heroes short-term bond esg active,name
4199,JP3994700007,isin
4199,wonderplanet,name
419A,JP3968630008,isin
419A,runglobe,name
4202,JP3485800001,isin
4202,daicel,name
4203,JP3409400003,isin
4203,sumitomo bakelite,name
4204,JP3419400001,isin
4204,sekisui chemical,name
4205,TW0004205000,isin
4205,chung hwa food industrial,name
420570,KR7420570004,isin
4206,JP3100800006,isin
4206,aica kogyo,name
4207,TW0004207006,isin
4207,taiwan fructose,name
420770,KR7420770000,isin
420770,gigavis,name
4208,JP3158800007,isin
4212,JP3420200002,isin
4212,sekisui jushi,name
421320,KR7421320003,isin
421320,arirang aero&uam iselect,name
4216,JP3117200000,isin
4216,asahi yukizai,name
4218,JP3662400005,isin
4218,nichiban,name
4219,MYL4219OO001,isin
4219,berjaya land,name
421A,JP3912300005,isin
421A,movin strategic career,name
4220,JP3973000007,isin
4220,riken technos,name
4221,JP3178400002,isin
4221,okura industrial,name
4222,JP3299000004,isin
4222,kodama chemical industry,name
422260,KR7422260000,isin
422260,vita mz consumption active,name
4224,JP3985200009,isin
4224,lonseal,name
422420,KR7422420000,isin
422420,kbstar secondary cell active,name
4228,JP3419800002,isin
4228,sekisui kasei,name
4229,JP3274800006,isin
4229,gun ei chemical industry,name
422A,JP3469600005,isin
422A,tane creative,name
4231,JP3440800005,isin
4231,tigers polymer,name
423160,KR7423160001,isin
423160,kodex kofr active synth,name
423160,kodex kofr active,name
423170,KR7423170000,isin
423170,sol k-global semiconductor active,name
4234,JP3324600000,isin
4234,sun a.kaken,name
4235,MYL4235OO007,isin
4235,lion industries,name
4237,JP3820720005,isin
4237,fujipream,name
4238,JP3910570005,isin
4238,miraial,name
423920,KR7423920008,isin
423920,tiger synth-us phlx semiconductor 2x,name
423A,JP3965440005,isin
423A,lion office products,name
4240,JP3268810003,isin
4240,cluster technology,name
4240,cluster,name
4241,JP3121300002,isin
4241,atect,name
4242,JP3453900007,isin
4242,takagi seiko,name
4243,MYL4243OO001,isin
4243,wtk holdings,name
424460,KR7424460004,isin
424460,hanaro msci global water synth,name
424460,hanaro msci global water,name
4245,JP3480590003,isin
4245,daiki axis,name
4246,JP3481300006,isin
4246,daikyonishikawa,name
4247,JP3856400001,isin
4247,poval kogyo,name
424760,KR7424760007,isin
424760,ibks no. 18 special purpose acquisition,name
4248,JP3463300008,isin
4248,takemoto yohki,name
424870,KR7424870004,isin
424870,immuneoncia,name
4249,JP3927450001,isin
4249,moriroku,name
424960,KR7424960003,isin
424960,smart radar system,name
424980,KR7424980001,isin
424A,JP3050920002,isin
425040,KR7425040003,isin
4251,MYL4251OO004,isin
425420,KR7425420007,isin
4255,JP3345710002,isin
4255,thecoo,name
4256,JP3312160009,isin
4258,JP3124490008,isin
4258,amiya,name
4259,JP3161330000,isin
4259,exawizards,name
425A,JP3050930001,isin
4260,JP3765230002,isin
4260,hybrid technologies,name
4260,hybrid,name
426020,KR7426020004,isin
426020,timefolio us s&p500 active,name
4261,JP3118700008,isin
4261,asiaquest,name
426150,KR7426150009,isin
426150,woori ktb active,name
4262,JP3756210005,isin
4262,nifty lifestyle,name
4263,JP3319150003,isin
4263,susmed,name
426330,KR7426330007,isin
426330,kosef usa industry stoxx,name
4264,JP3420920005,isin
4264,secure,name
4265,JP3152640003,isin
4265,institution for a global society,name
426A,JP3050940000,isin
426A,nissay s&p500 equal weight currency,name
4270,JP3799690007,isin
427120,KR7427120001,isin
427120,kbstar platform theme,name
4272,JP3694400007,isin
4272,nippon kayaku,name
4274,JP3846200008,isin
4274,hosoya pyro-engineering,name
4275,JP3205320009,isin
4275,carlit,name
4284,JP3436400000,isin
4284,solxyz,name
428510,KR7428510002,isin
428510,kodex china metaverse active,name
428560,KR7428560007,isin
428560,kodex us industry top10 indxx,name
4286,MYL4286OO000,isin
4287,JP3388470001,isin
4287,just planning,name
4288,JP3119910002,isin
4288,asgent,name
428A,JP3311900009,isin
428A,cypress holdings,name
4290,JP3833620002,isin
4290,prestige international,name
429000,KR7429000003,isin
429000,tiger s&p500 dividend aristocrats,name
429010,KR7429010002,isin
429010,tiger nasdaq next 100,name
429270,KR7429270002,isin
429270,sigetronics,name
4293,JP3423300007,isin
4293,septeni holdings,name
429740,KR7429740004,isin
429740,arirang k-reits fn,name
429760,KR7429760002,isin
429760,arirang s&p 500,name
4299,JP3765250000,isin
4299,himacs,name
429980,KR7429980006,isin
429980,sol k-global ev&battery active,name
429A,JP3545320008,isin
429A,tekscend photomask,name
42G1,DE000ETC0829,isin
42G1,"sg etc coffee ""c"" futures-kontrakt",name
42G3,DE000ETC0852,isin
42G3,sg etc rbob gasoline futures-kontrakt,name
42G4,DE000ETC0860,isin
42G4,sg etc ny harbor ulsd heating oil futures-kontrakt,name
42GG,DE000ETC0779,isin
42GG,sg etc light sweet crude oil wti futures-kontrakt,name
42GI,DE000ETC0787,isin
42GI,sg etc comex copper futures hg -kontrakt,name
42GL,DE000ETC0811,isin
42GL,sg etc low sulphur gasoil futures-kontrakt,name
4301,JP3124500004,isin
4301,amuse,name
4303,TW0004303003,isin
4303,hsinli chemical industrial,name
4304,TW0004304001,isin
4304,sunvic technology,name
4304,sunvic,name
4305,TW0004305008,isin
4305,shih kuen plastics,name
430500,KR7430500009,isin
430500,kosef tips kis,name
4306,TW0004306006,isin
430690,KR7430690008,isin
430690,hanssak,name
4307,JP3762800005,isin
4307,nomura research institute,name
4308,JP3386170009,isin
4308,j-stream,name
430A,JP3758320000,isin
430A,next hands,name
4310,JP3639420003,isin
4310,dream incubator,name
431190,KR7431190008,isin
431190,431190,wkn
4316,MYL4316OO005,isin
4316,sin heng chan malaya,name
4316,sin heng chan,name
4317,JP3979230004,isin
4318,JP3266000003,isin
4318,quick,name
431A,JP3944590003,isin
431A,usonar,name
4320,JP3346350006,isin
4320,ce holdings,name
4323,JP3712550007,isin
4323,japan system techniques,name
432320,KR7432320000,isin
432320,kb star reit,name
4324,MYL4324OO009,isin
4324,hengyuan refining,name
432430,KR7432430007,isin
432470,KR7432470003,isin
4326,JP3152790006,isin
4326,intage holdings,name
432600,KR7432600005,isin
432600,kbstar ktb 3y futures,name
432720,KR7432720001,isin
432720,qualitas semiconductor,name
432840,KR7432840007,isin
432840,hanaro s&p500,name
432A,JP3270300001,isin
432A,cliniphar,name
4331,JP3539350003,isin
4331,take and give. needs,name
433220,KR7433220001,isin
433220,assetplus global blacksmith active,name
433250,KR7433250008,isin
433250,unicorn r&d active,name
433330,KR7433330008,isin
433330,sol s&p500,name
4334,JP3944350002,isin
4334,yukes,name
4335,JP3104980002,isin
4335,ips holdings,name
433500,KR7433500006,isin
433500,ace nuclear power theme,name
4337,JP3801570007,isin
433880,KR7433880002,isin
433880,arirang tdf2060 active,name
433970,KR7433970001,isin
433970,kodex tdf 2030 active,name
433980,KR7433980000,isin
433980,kodex tdf 2040 active,name
433A,JP3167740004,isin
434060,KR7434060000,isin
434060,kodex tdf 2050 active,name
4341,JP3418100008,isin
4341,seiryo electric,name
434190,KR7434190005,isin
434190,434190,wkn
434190,talos,name
4343,JP3131420006,isin
4343,aeon fantasy,name
4344,JP3431200009,isin
4344,sourcenext,name
434480,KR7434480000,isin
434480,monitorapp,name
4345,JP3346970001,isin
4346,JP3758020006,isin
4347,JP3268830001,isin
4347,broadmedia,name
434730,KR7434730008,isin
434730,hanaro nuclear power,name
434960,KR7434960001,isin
434960,daishin343 k200,name
434A,JP3978150005,isin
434A,looplace,name
4350,JP3920940008,isin
4350,medical system network,name
435040,KR7435040001,isin
435040,ace bloomberg global brand top10,name
4351,JP3938900002,isin
4351,yamada servicer synthetic office,name
435420,KR7435420005,isin
435420,tiger nasdap100 tr balanced,name
435530,KR7435530001,isin
435530,heroes tdf 2030 active,name
435540,KR7435540000,isin
435540,heroes tdf 2040 active,name
435550,KR7435550009,isin
435550,heroes tdf 2050 active,name
4356,JP3174500003,isin
4356,applied technology,name
4359,MYL4359OO005,isin
4359,turiya,name
435A,JP3050950009,isin
435A,ifreeetf japan equity dividend rotation strategy,name
4360,JP3869910004,isin
4360,manac chemical partners,name
4361,JP3222600003,isin
4361,kawaguchi chemical industry,name
436140,KR7436140008,isin
436140,sol total bond active aa-higher,name
436140,sol total bond active,name
4362,JP3720000003,isin
4362,nippon fine chemical,name
4365,JP3869100002,isin
4365,matsumoto yushi-seiyaku,name
4366,JP3486500006,isin
4366,daito chemix,name
4367,JP3286100007,isin
4367,koei chemical,name
4368,JP3822600007,isin
4368,fuso chemical,name
4369,JP3636000006,isin
4369,tri chemical laboratories,name
436A,JP3311480002,isin
436A,cybersolutions,name
4370,JP3922990001,isin
4370,mobilus,name
437070,KR7437070006,isin
437070,kodex asia bond sri plus active,name
437080,KR7437080005,isin
437080,kodex us bond sri active,name
4371,JP3284100009,isin
4371,core concept technologies,name
4372,JP3952890006,isin
4372,ymirlink,name
4373,JP3383270000,isin
4373,simplex holdings,name
437350,KR7437350002,isin
437350,kbstar us short-term ig bond,name
437370,KR7437370000,isin
437370,kbstar global agribusiness,name
4374,JP3985100001,isin
4374,robot payment,name
4375,MYL4375OO001,isin
4375,south malaysia industries,name
4376,JP3266310006,isin
4376,kufu holdings,name
4377,JP3994450009,isin
4377,one career,name
437730,KR7437730005,isin
437730,samhyun,name
4378,JP3372170005,isin
4379,JP3803090004,isin
4379,photosynth,name
437A,JP3386990000,isin
437A,jwave,name
4380,JP3167490006,isin
4380,m - mart,name
438080,KR7438080004,isin
438080,ace s&p500 3070 blend,name
4381,JP3799780006,isin
4381,bplats,name
438100,KR7438100000,isin
438100,ace nasdaq100 3070 blend,name
4382,JP3783070000,isin
4382,heroz,name
4383,MYL4383OO005,isin
4383,jaya tiasa holdings,name
438320,KR7438320004,isin
438320,tiger synth-china hstech leverage,name
438330,KR7438330003,isin
438330,tiger inv grade active,name
4384,JP3967180005,isin
4384,raksul,name
4385,JP3921290007,isin
4385,mercari,name
438560,KR7438560005,isin
438560,sol ktb 3y,name
438570,KR7438570004,isin
438570,sol ktb 10y,name
4386,JP3161590009,isin
4386,sig group,name
4387,JP3411810009,isin
438700,KR7438700007,isin
438700,438700,wkn
438700,virnect,name
438740,KR7438740003,isin
438740,midas koreastock mid/small-cap active,name
4388,JP3160020008,isin
4389,JP3833820008,isin
4389,property data bank,name
438900,KR7438900003,isin
438900,hanaro k-food,name
438A,JP3153840008,isin
438A,infcurion,name
4390,JP3104910009,isin
439090,KR7439090002,isin
439090,manyo factory,name
4391,JP3984140008,isin
4391,logizard,name
4392,JP3166650006,isin
4392,future innovation group,name
439260,KR7439260001,isin
439260,daehan shipbuilding,name
4393,JP3778460000,isin
4393,bank of innovation,name
4394,JP3161310002,isin
4394,exmotion,name
4395,JP3108180005,isin
4395,accrete,name
439580,KR7439580002,isin
439580,439580,wkn
439580,bluemtec,name
4396,JP3350960005,isin
4396,system support holdings,name
4397,JP3507200008,isin
4397,teamspirit,name
4398,JP3831470004,isin
4398,broadband security,name
439860,KR7439860008,isin
439860,kodex esg total bond active,name
439870,KR7439870007,isin
439870,kodex 30-years treasury bond active,name
439A,JP3108270004,isin
439A,actbe,name
4401,TW0004401005,isin
4401,toung loongtextile mfg,name
440110,KR7440110005,isin
4402,TW0004402003,isin
4402,j.d development,name
440290,KR7440290005,isin
440290,440290,wkn
440290,hb investment,name
4403,JP3753400005,isin
440320,KR7440320000,isin
440320,openknowl,name
440340,KR7440340008,isin
440340,tiger multi asset tif active,name
4404,JP3910400005,isin
4404,miyoshi oil & fat,name
4405,MYL4405OO006,isin
4405,tan chong motor holdings,name
4406,TW0004406004,isin
4406,hsin-sin textile,name
440640,KR7440640001,isin
440640,ace short term bond alpha active,name
440650,KR7440650000,isin
440650,ace us short term bond active,name
4409,JP3599800004,isin
4409,toho chemical industry,name
440910,KR7440910008,isin
440910,woori us aerospace&defense,name
4410,JP3772600007,isin
4410,harima chemicals group,name
4412,JP3310370006,isin
4412,science arts,name
441270,KR7441270006,isin
441270,fine m-tech,name
4413,TW0004413000,isin
4413,est global apparel,name
441330,KR7441330008,isin
441330,kosef china a50 connect msci,name
4414,TW0004414008,isin
4415,JP3831520006,isin
4415,broad enterprise,name
441540,KR7441540002,isin
441540,hanaro shipping,name
4416,TW0004416003,isin
4416,shanyuan,name
441640,KR7441640000,isin
441640,kodex us dividend premium active,name
441680,KR7441680006,isin
441680,tiger nasdaq100 covered call,name
4417,TW0004417001,isin
4417,king chou marine technology,name
4418,JP3386800001,isin
4418,japan data science consortium,name
441800,KR7441800000,isin
441800,timefolio korea plus dividend active,name
4419,TW0004419007,isin
4419,king house,name
4419,king hou,name
441A,JP3164790002,isin
4420,TW0004420005,isin
4420,kwang ming silk mill,name
442090,KR7442090007,isin
442090,assetplus korea blacksmith active,name
4421,JP3548810005,isin
4421,d.i.system,name
4422,JP3778470009,isin
4422,valuenex japan,name
442260,KR7442260006,isin
442260,mighty dynamic quant active,name
442320,KR7442320008,isin
442320,kbstar global nuclear power,name
4424,JP3124740006,isin
4424,amazia,name
4425,JP3266220007,isin
4425,kudan,name
442550,KR7442550000,isin
442550,kbstar tdf2030 active,name
442560,KR7442560009,isin
442560,kbstar tdf2040 active,name
442570,KR7442570008,isin
442570,kbstar tdf2050 active,name
442580,KR7442580007,isin
442580,arirang global dram iselect,name
4426,TW0004426002,isin
4427,JP3164480000,isin
4427,edulab,name
4428,JP3977010002,isin
4428,sinops,name
4429,JP3974510004,isin
4429,ricksoft,name
442A,JP3268780008,isin
442A,classico,name
4430,TW0004430004,isin
4430,yao i fabric,name
443060,KR7443060009,isin
443060,hd hyundai marine solution,name
4431,TW0004431B18,isin
4431,mytrex health technologies,name
4432,TW0004432000,isin
4432,hakers enterprise,name
443250,KR7443250006,isin
443250,revucorporation,name
4433,TW0004433008,isin
4433,singtex industrial,name
4434,JP3310250000,isin
4434,serverworks,name
4436,JP3911000002,isin
4436,minkabu the infonoid,name
443670,KR7443670005,isin
443670,spsoft,name
4437,JP3273760003,isin
4437,gooddays holdings,name
4438,TW0004438007,isin
443A,JP3050960008,isin
443A,ifreeetf tokyo stock exchange reit feb//aug/nov dividend type,name
4440,TW0004440003,isin
4441,TW0004441001,isin
4442,KYG5001G1055,isin
4442,j&b international,name
444200,KR7444200000,isin
444200,sol kedi mega tech active,name
4443,JP3332540008,isin
4443,sansan,name
4444,JP3153490002,isin
4444,infonet,name
444490,KR7444490007,isin
444490,woori us500,name
4445,JP3974710000,isin
4445,living technologies,name
4445,living,name
4446,JP3977060007,isin
4446,link-u group,name
4447,JP3801490008,isin
4447,pbsystems,name
4448,JP3512900006,isin
4448,kubell,name
4449,JP3264870001,isin
4449,giftee,name
444920,444920,wkn
444A,JP3104750009,isin
444A,aitel,name
4450,JP3782930006,isin
4450,power solutions,name
445090,KR7445090004,isin
445090,asicland,name
445150,KR7445150006,isin
445150,kodex k-eco ship active,name
445180,KR7445180003,isin
445180,purit,name
4452,JP3205800000,isin
445290,KR7445290000,isin
445290,kodex k-robot active,name
4456,MYL4456OO009,isin
4456,dagang nexchange,name
445680,KR7445680002,isin
445680,curiox biosystems,name
445690,KR7445690001,isin
445690,bnk shareholder yield active,name
445910,KR7445910003,isin
445910,tiger mkf dividend aristocrats,name
445A,JP3610000006,isin
446070,KR7446070005,isin
446070,unid btplus,name
4461,JP3475000000,isin
4462,JP3136900002,isin
4462,ishihara chemical,name
4463,JP3666700004,isin
4463,nicca chemical,name
4464,MYL4464OO003,isin
4464,pegasus heights,name
446440,KR7446440000,isin
446440,446440,wkn
446440,epi biotech,name
4465,JP3657250001,isin
4465,niitaka,name
446540,KR7446540007,isin
446540,446540,wkn
446540,megatouch,name
446690,KR7446690000,isin
446690,446690,wkn
446690,kodex aiexchina,name
446700,KR7446700007,isin
446700,kbstar battery recycling,name
446720,KR7446720005,isin
446720,sol us dividend equity,name
446770,KR7446770000,isin
446770,ace solactive global semiconductor top4,name
446840,KR7446840001,isin
446840,kiwoom no.8 special purpose acquisition,name
446A,JP3759250008,isin
446A,northsand,name
4471,JP3337600005,isin
4471,sanyo chemical industries,name
447430,KR7447430000,isin
447430,ace next level value active,name
4475,JP3835150008,isin
4475,hennge,name
4476,JP3160030007,isin
4476,ai cross,name
447620,KR7447620006,isin
447620,sol us top5 blended 40,name
447660,KR7447660002,isin
447660,arirang apple balanced fn,name
447690,KR7447690009,isin
447690,447690,wkn
447690,aiobio,name
4477,JP3835260005,isin
447770,KR7447770009,isin
447770,tiger tesla balanced,name
4478,JP3826520003,isin
4478,freee,name
4479,JP3862920000,isin
4479,makuake,name
447A,JP3050970007,isin
4480,JP3921310003,isin
4480,medley,name
4481,JP3835210000,isin
448100,KR7448100008,isin
448100,woori ks200,name
4482,JP3154190007,isin
4482,wills,name
448280,KR7448280008,isin
448280,448280,wkn
448280,ecoeye,name
448290,KR7448290007,isin
448290,tiger s&p500 tr,name
4483,JP3386690006,isin
448300,KR7448300004,isin
448300,tiger nasdaq 100 tr,name
448330,KR7448330001,isin
448330,kodex wise samsung electronics balanced,name
4484,JP3968650006,isin
4484,lancers,name
448490,KR7448490003,isin
448490,hanaro oct 2032 treasury,name
448540,KR7448540005,isin
448540,ace nvidia30 blend bloomberg,name
448570,KR7448570002,isin
448570,focus ai korea active,name
4486,JP3949550002,isin
4486,unite and grow,name
448630,KR7448630004,isin
448630,kbstar samsung group top3 equity&k-bond,name
4487,JP3400040006,isin
4487,spacemarket,name
448710,KR7448710004,isin
448710,cots technology,name
448730,KR7448730002,isin
448730,samsungfn reit,name
448780,KR7448780007,isin
448780,448780,wkn
448780,micronx,name
4488,JP3160040006,isin
4488,ai inside,name
448900,KR7448900001,isin
448900,pim korea,name
448A,JP3050980006,isin
4490,JP3800220000,isin
4490,visasq,name
4491,JP3306200001,isin
4491,computer management,name
449170,KR7449170000,isin
449170,mirae asset tiger synth-kofr active,name
449180,KR7449180009,isin
449180,kodex s&p500 futures,name
449190,KR7449190008,isin
449190,samsung asset management - kodex us nasdaq100,name
4492,JP3428000008,isin
4492,genetec,name
4493,JP3311590008,isin
4493,cyber security cloud,name
4494,JP3778490007,isin
4494,vario secure,name
449450,KR7449450006,isin
449450,arirang defensive,name
4495,JP3101050007,isin
4495,i cubed systems,name
449580,KR7449580000,isin
449580,449580,wkn
4496,JP3302400001,isin
4496,commerce one holdings,name
449680,KR7449680008,isin
449680,mirae asset tiger synth korea-china ev,name
449690,KR7449690007,isin
449690,mirae asset tiger synth korea-china semiconductor,name
449770,KR7449770007,isin
449770,kiwoom kosef s&p500,name
449780,KR7449780006,isin
449780,kiwoom s&p500,name
4498,JP3311490001,isin
4498,cybertrust japan,name
4499,JP3400010009,isin
4499,speee,name
449A,JP3050990005,isin
450080,KR7450080007,isin
450080,ecopro mat,name
450180,KR7450180005,isin
450180,samsung kodex korea china new energy vehicles synth,name
450190,KR7450190004,isin
450190,samsung kodex korea china semiconductor,name
4502,JP3463000004,isin
4502,takeda pharmaceutical,name
4502,takeda,name
4503,TW0004503008,isin
4503,gold rain enterprises,name
450330,KR7450330006,isin
450520,KR7450520002,isin
450520,inswave systems,name
4506,TW0004506001,isin
4506,golden friends,name
4507,JP3347200002,isin
4507,shionogi,name
450910,KR7450910005,isin
450910,shinhan sol kosdaq 150,name
450940,450940,wkn
450A,JP3051000002,isin
4510,TW0004510003,isin
4510,kao fong machinery,name
451000,KR7451000004,isin
451000,hanwha arirang total market bond active,name
451060,KR7451060008,isin
451060,451060,wkn
451060,1q 200,name
451150,KR7451150007,isin
451150,451150,wkn
4512,JP3991200001,isin
4512,wakamoto pharmaceutical,name
4512,wakamoto,name
451220,KR7451220008,isin
451250,KR7451250005,isin
4513,TW0004513007,isin
4513,falcon machine tools,name
451530,KR7451530000,isin
451530,mirae asset tiger treasury 30yr strips bond active,name
451540,KR7451540009,isin
451540,mirae asset tiger aggregate bond active,name
4516,JP3717600005,isin
4516,nippon shinyaku,name
451600,KR7451600001,isin
451600,hanwha arirang 30-year treasury bond active,name
451670,KR7451670004,isin
451670,kb kbstar ktb 30y leverage synth,name
451760,KR7451760003,isin
451760,451760,wkn
451760,contec,name
451800,KR7451800007,isin
451800,hanwha reit,name
4519,JP3519400000,isin
4519,chugai pharmaceutical,name
4519,chugai,name
451A,JP3051010001,isin
451A,state street spdr s&p 500 high dividend,name
4521,JP3207000005,isin
4521,kaken pharmaceutical,name
4521,kaken,name
452160,KR7452160005,isin
452190,KR7452190002,isin
452200,KR7452200009,isin
452200,452200,wkn
452200,mintech,name
452250,KR7452250004,isin
452250,kim ace u.s. ultra t-bond futures leverage synth,name
452260,KR7452260003,isin
452260,hanwha galleria,name
452280,KR7452280001,isin
452280,452280,wkn
452280,hansun engineering,name
4523,TW0004523006,isin
4523,everbrite technology,name
4523,everbrite,name
452300,KR7452300007,isin
452300,452300,wkn
452300,capstone partners,name
452360,KR7452360001,isin
4524,JP3924400009,isin
4524,morishita jintan,name
452400,KR7452400005,isin
452400,inics,name
452430,KR7452430002,isin
452430,sapien semiconductors,name
452440,KR7452440001,isin
452440,452440,wkn
4526,TW0004526009,isin
452670,KR7452670003,isin
452670,452670,wkn
452670,sangsangin spac iv,name
4527,TW0004527007,isin
4527,kuen ling refrigerating machinery,name
4528,TW0004528005,isin
4528,chian hsing forging industrial,name
4529,TW0004529003,isin
4529,electric power technology,name
452980,KR7452980006,isin
452980,shinhan 11th special purpose acquisition,name
452A,JP3051020000,isin
452A,s&p 500 premium income,name
4530,TW0004530001,isin
4530,honyi international,name
453010,KR7453010001,isin
453010,hanwha arirang kofr,name
453060,KR7453060006,isin
453060,nh amundi hanaro kofr synth,name
453080,KR7453080004,isin
453080,kiwoom kosef nasdaq100,name
4531,JP3946400003,isin
4531,yuki gosei kogyo,name
4532,TW0004532007,isin
4533,TW0004533005,isin
4533,shieh yih machinery industry,name
453330,KR7453330003,isin
453330,453330,wkn
453340,KR7453340002,isin
4534,TW0004534003,isin
4534,trinity precision technology,name
453450,KR7453450009,isin
453450,gridwiz,name
4535,TW0004535000,isin
4535,fine blanking & tool,name
4536,TW0004536008,isin
453630,KR7453630006,isin
453630,453630,wkn
453640,KR7453640005,isin
453640,453640,wkn
453650,KR7453650004,isin
453650,453650,wkn
453660,KR7453660003,isin
453660,453660,wkn
4537,TW0004537B11,isin
4537,shuz tung machinery industrial,name
4538,TW0004538004,isin
4538,winson machinery,name
453810,KR7453810004,isin
453810,453810,wkn
453820,KR7453820003,isin
453820,453820,wkn
453850,KR7453850000,isin
453850,kim ace u.s. long term t-bond active,name
453860,KR7453860009,isin
453860,astech,name
453870,KR7453870008,isin
453870,453870,wkn
453870,tiger 50,name
4539,JP3701600003,isin
4539,nippon chemiphar,name
453950,KR7453950008,isin
453950,453950,wkn
453950,tiger tsmc,name
453A,JP3051030009,isin
453A,20+ year us treasury bond premium income,name
4540,TW0004540000,isin
4541,TW0004541008,isin
4541,magnate technology,name
4541,magnate,name
454180,KR7454180001,isin
454180,454180,wkn
454180,kiwoom top csi,name
4542,TW0004542006,isin
4542,asia neo tech industrial,name
4543,TW0004543004,isin
4543,man zai industrial,name
454320,KR7454320003,isin
454320,454320,wkn
454320,hanaro capexiselect,name
4544,TW0004544B12,isin
4544,chun zu machinery industry,name
4545,TW0004545009,isin
4546,TW0004546B10,isin
4546,chaheng precision,name
4547,JP3240600001,isin
4547,kissei pharmaceutical,name
4547,kissei,name
454780,KR7454780008,isin
454780,454780,wkn
454780,kiwoom aa,name
4548,JP3414000004,isin
4548,seikagaku,name
4549,TW0004549001,isin
454910,KR7454910001,isin
454910,doosan robotics,name
4550,TW0004550009,isin
4550,chang jia m&e engineering,name
455030,KR7455030007,isin
455030,455030,wkn
455030,kodex sofr,name
4551,TW0004551007,isin
4553,TW0004553B10,isin
4553,alfot technologies,name
4553,alfot,name
4554,TW0004554001,isin
4554,orange electronic,name
4555,TW0004555008,isin
4556,TW0004556006,isin
4556,bright sheland international,name
455660,KR7455660001,isin
