listing_key,ticker,exchange,asset_type,isin,instrument_group_key,instrument_scope,scope_reason,primary_listing_key
ADX::AWNIC,AWNIC,ADX,Stock,AEA001601011,AEA001601011,core,primary_listing,ADX::AWNIC
ADX::BILDCO,BILDCO,ADX,Stock,AEA000501014,AEA000501014,core,primary_listing,ADX::BILDCO
ADX::BONDAE,BONDAE,ADX,ETF,IE000AUWE6L4,IE000AUWE6L4,core,primary_listing,ADX::BONDAE
ADX::BOROUGE,BOROUGE,ADX,Stock,AEE01072B225,AEE01072B225,core,primary_listing,ADX::BOROUGE
ADX::BURJEEL,BURJEEL,ADX,Stock,AEE01119B224,AEE01119B224,core,primary_listing,ADX::BURJEEL
ADX::CHADX15,CHADX15,ADX,ETF,AEC01137C226,AEC01137C226,core,primary_listing,ADX::CHADX15
ADX::CHHK,CHHK,ADX,ETF,AEC01272C239,AEC01272C239,core,primary_listing,ADX::CHHK
ADX::DHAFRA,DHAFRA,ADX,Stock,AEA000601012,AEA000601012,core,primary_listing,ADX::DHAFRA
ADX::DRIVE,DRIVE,ADX,Stock,AEE000601014,AEE000601014,core,primary_listing,ADX::DRIVE
ADX::E7,E7,ADX,Stock,AEE01073A225,AEE01073A225,core,primary_listing,ADX::E7
ADX::EAND,EAND,ADX,Stock,AEE000401019,AEE000401019,core,primary_listing,ADX::EAND
ADX::EASYLEASE,EASYLEASE,ADX,Stock,AEE002801018,AEE002801018,core,primary_listing,ADX::EASYLEASE
ADX::EMSTEEL,EMSTEEL,ADX,Stock,AEA002801016,AEA002801016,core,primary_listing,ADX::EMSTEEL
ADX::ESHRAQ,ESHRAQ,ADX,Stock,AEE000901018,AEE000901018,core,primary_listing,ADX::ESHRAQ
ADX::FBI,FBI,ADX,Stock,AEF000501013,AEF000501013,core,primary_listing,ADX::FBI
ADX::FERTIGLB,FERTIGLB,ADX,Stock,AEF000901015,AEF000901015,core,primary_listing,ADX::FERTIGLB
ADX::FH,FH,ADX,Stock,AEF000401016,AEF000401016,core,primary_listing,ADX::FH
ADX::FIDELITYUNITED,FIDELITYUNITED,ADX,Stock,AEU000301017,AEU000301017,core,primary_listing,ADX::FIDELITYUNITED
ADX::GCEM,GCEM,ADX,Stock,AEG000101010,AEG000101010,core,primary_listing,ADX::GCEM
ADX::GHITHA,GHITHA,ADX,Stock,AEZ000101010,AEZ000101010,core,primary_listing,ADX::GHITHA
ADX::GMPC,GMPC,ADX,Stock,AEG000401014,AEG000401014,core,primary_listing,ADX::GMPC
ADX::GRMNY,GRMNY,ADX,ETF,IE000EK4H397,IE000EK4H397,core,primary_listing,ADX::GRMNY
ADX::HAYAH,HAYAH,ADX,Stock,AEG000801015,AEG000801015,core,primary_listing,ADX::HAYAH
ADX::INB,INB,ADX,Stock,AEI000101016,AEI000101016,core,primary_listing,ADX::INB
ADX::INVICTUS,INVICTUS,ADX,Stock,AEE01078I227,AEE01078I227,core,primary_listing,ADX::INVICTUS
ADX::JPANI,JPANI,ADX,ETF,IE000M10VZK6,IE000M10VZK6,core,primary_listing,ADX::JPANI
ADX::JULPHAR,JULPHAR,ADX,Stock,AEG000201018,AEG000201018,core,primary_listing,ADX::JULPHAR
ADX::KICO,KICO,ADX,Stock,AEG000701017,AEG000701017,core,primary_listing,ADX::KICO
ADX::KWTI,KWTI,ADX,ETF,AEC000730056,AEC000730056,core,primary_listing,ADX::KWTI
ADX::MAIR,MAIR,ADX,Stock,AEE01571M249,AEE01571M249,core,primary_listing,ADX::MAIR
ADX::MBME,MBME,ADX,Stock,AEE01201M235,AEE01201M235,core,primary_listing,ADX::MBME
ADX::METHAQ,METHAQ,ADX,Stock,AEM000201016,AEM000201016,core,primary_listing,ADX::METHAQ
ADX::MODON,MODON,ADX,Stock,AEA006501018,AEA006501018,core,primary_listing,ADX::MODON
ADX::NBF,NBF,ADX,Stock,AEN000801011,AEN000801011,core,primary_listing,ADX::NBF
ADX::NBQ,NBQ,ADX,Stock,AEN000701013,AEN000701013,core,primary_listing,ADX::NBQ
ADX::NCTH,NCTH,ADX,Stock,AEN001001017,AEN001001017,core,primary_listing,ADX::NCTH
ADX::NMDCENR,NMDCENR,ADX,Stock,AEE01456N241,AEE01456N241,core,primary_listing,ADX::NMDCENR
ADX::PALMS,PALMS,ADX,Stock,AEP000201019,AEP000201019,core,primary_listing,ADX::PALMS
ADX::PKSTN,PKSTN,ADX,ETF,IE00088ID6F8,IE00088ID6F8,core,primary_listing,ADX::PKSTN
ADX::PRESIGHT,PRESIGHT,ADX,Stock,AEE01200P230,AEE01200P230,core,primary_listing,ADX::PRESIGHT
ADX::PUREHEALTH,PUREHEALTH,ADX,Stock,AEE01362P238,AEE01362P238,core,primary_listing,ADX::PUREHEALTH
ADX::QUANTM,QUANTM,ADX,ETF,IE000RVOB8A6,IE000RVOB8A6,core,primary_listing,ADX::QUANTM
ADX::RAKBANK,RAKBANK,ADX,Stock,AEN000601015,AEN000601015,core,primary_listing,ADX::RAKBANK
ADX::RAKCEC,RAKCEC,ADX,Stock,AER000301013,AER000301013,core,primary_listing,ADX::RAKCEC
ADX::RAKNIC,RAKNIC,ADX,Stock,AER000501018,AER000501018,core,primary_listing,ADX::RAKNIC
ADX::RAKPROP,RAKPROP,ADX,Stock,AER000601016,AER000601016,core,primary_listing,ADX::RAKPROP
ADX::RAKWCT,RAKWCT,ADX,Stock,AER000101017,AER000101017,core,primary_listing,ADX::RAKWCT
ADX::RAPCO,RAPCO,ADX,Stock,AER000201015,AER000201015,core,primary_listing,ADX::RAPCO
ADX::SAUDIA,SAUDIA,ADX,ETF,AEC000730049,AEC000730049,core,primary_listing,ADX::SAUDIA
ADX::SAWAEED,SAWAEED,ADX,Stock,AES001101014,AES001101014,core,primary_listing,ADX::SAWAEED
ADX::SCIDC,SCIDC,ADX,Stock,AES000401019,AES000401019,core,primary_listing,ADX::SCIDC
ADX::SIB,SIB,ADX,Stock,AES000201013,AES000201013,core,primary_listing,ADX::SIB
ADX::SPACE42,SPACE42,ADX,Stock,AEE01122B228,AEE01122B228,core,primary_listing,ADX::SPACE42
ADX::SUKUK,SUKUK,ADX,ETF,AEC01443C244,AEC01443C244,core,primary_listing,ADX::SUKUK
ADX::TKFL,TKFL,ADX,Stock,AEA001801017,AEA001801017,core,primary_listing,ADX::TKFL
ADX::TURKI,TURKI,ADX,ETF,AEC01084C220,AEC01084C220,core,primary_listing,ADX::TURKI
ADX::UAB,UAB,ADX,Stock,AEU000601010,AEU000601010,core,primary_listing,ADX::UAB
ADX::UAEA,UAEA,ADX,ETF,AEC000730023,AEC000730023,core,primary_listing,ADX::UAEA
ADX::UAED,UAED,ADX,ETF,IE00BKDMN700,IE00BKDMN700,core,primary_listing,ADX::UAED
ADX::UNION,UNION,ADX,Stock,AEU000501012,AEU000501012,core,primary_listing,ADX::UNION
ADX::USGRWTH,USGRWTH,ADX,ETF,AEC01080C228,AEC01080C228,core,primary_listing,ADX::USGRWTH
ADX::USTBILL,USTBILL,ADX,ETF,AEC01574C253,AEC01574C253,core,primary_listing,ADX::USTBILL
ADX::USVALUE,USVALUE,ADX,ETF,AEC01079C220,AEC01079C220,core,primary_listing,ADX::USVALUE
ADX::WAHA,WAHA,ADX,Stock,AEA000701010,AEA000701010,core,primary_listing,ADX::WAHA
AMS::1ARKG,1ARKG,AMS,ETF,XS2399368062,XS2399368062,extended,secondary_cross_listing,LSE::1ARG
AMS::1ARKK,1ARKK,AMS,ETF,XS2399369037,XS2399369037,extended,secondary_cross_listing,LSE::1ARK
AMS::1ARKW,1ARKW,AMS,ETF,XS2399368575,XS2399368575,extended,secondary_cross_listing,LSE::1ARW
AMS::2GS,2GS,AMS,ETF,IE00BF03XR19,IE00BF03XR19,extended,secondary_cross_listing,LSE::GS2
AMS::2HCA,2HCA,AMS,ETF,IE0009QS7W62,IE0009QS7W62,extended,secondary_cross_listing,LSE::WHCA
AMS::2NVD,2NVD,AMS,ETF,XS2820604853,XS2820604853,extended,secondary_cross_listing,LSE::NVD2
AMS::2STS,2STS,AMS,ETF,XS2706221277,XS2706221277,extended,secondary_cross_listing,LSE::2STE
AMS::30ID,30ID,AMS,ETF,IE000BZXJJ24,IE000BZXJJ24,core,primary_listing,AMS::30ID
AMS::3ARKK,3ARKK,AMS,ETF,XS2663694847,XS2663694847,extended,secondary_cross_listing,LSE::3ARE
AMS::3CRM,3CRM,AMS,ETF,IE00BK5BZT14,IE00BK5BZT14,extended,secondary_cross_listing,LSE::3CRE
AMS::3DIS,3DIS,AMS,ETF,XS2335553801,XS2335553801,extended,secondary_cross_listing,LSE::3DIE
AMS::3JD,3JD,AMS,ETF,XS2675718642,XS2675718642,extended,secondary_cross_listing,LSE::JD3
AMS::3NIO,3NIO,AMS,ETF,XS2970736489,XS2970736489,extended,secondary_cross_listing,LSE::3NIE
AMS::3PYP,3PYP,AMS,ETF,XS2663695067,XS2663695067,extended,secondary_cross_listing,LSE::3PYE
AMS::3SQ,3SQ,AMS,ETF,XS2675718139,XS2675718139,extended,secondary_cross_listing,LSE::SQ3
AMS::500E,500E,AMS,ETF,LU1681049018,LU1681049018,extended,secondary_cross_listing,LSE::500G
AMS::500X,500X,AMS,ETF,IE00BH4GPZ28,IE00BH4GPZ28,extended,secondary_cross_listing,LSE::SPPY
AMS::600X,600X,AMS,ETF,IE00BK5H8015,IE00BK5H8015,extended,secondary_cross_listing,XETRA::ZPDX
AMS::AALB,AALB,AMS,Stock,NL0000852564,NL0000852564,core,primary_listing,AMS::AALB
AMS::ABN,ABN,AMS,Stock,NL0011540547,NL0011540547,core,primary_listing,AMS::ABN
AMS::ACOMO,ACOMO,AMS,Stock,NL0000313286,NL0000313286,core,primary_listing,AMS::ACOMO
AMS::ADAVE,ADAVE,AMS,ETF,CH1114178820,CH1114178820,core,primary_listing,AMS::ADAVE
AMS::ADI3,ADI3,AMS,ETF,XS3299463128,XS3299463128,core,primary_listing,AMS::ADI3
AMS::ADIY,ADIY,AMS,ETF,XS3299466493,XS3299466493,extended,secondary_cross_listing,XETRA::ADY1
AMS::ADYEN,ADYEN,AMS,Stock,NL0012969182,NL0012969182,core,primary_listing,AMS::ADYEN
AMS::AGAC,AGAC,AMS,ETF,IE000FHBZDZ8,IE000FHBZDZ8,core,primary_listing,AMS::AGAC
AMS::AGGD,AGGD,AMS,ETF,IE000HQY8R78,IE000HQY8R78,core,primary_listing,AMS::AGGD
AMS::AGGE,AGGE,AMS,ETF,IE000U6US1Q0,IE000U6US1Q0,core,primary_listing,AMS::AGGE
AMS::AGN,AGN,AMS,Stock,BMG0112X1056,BMG0112X1056,extended,secondary_cross_listing,LSE::0Q0Y
AMS::AGUG,AGUG,AMS,ETF,IE00BMGNVD65,IE00BMGNVD65,core,primary_listing,AMS::AGUG
AMS::AJAX,AJAX,AMS,Stock,NL0000018034,NL0000018034,core,primary_listing,AMS::AJAX
AMS::AKZA,AKZA,AMS,Stock,NL0013267909,NL0013267909,core,primary_listing,AMS::AKZA
AMS::ALFEN,ALFEN,AMS,Stock,NL0012817175,NL0012817175,core,primary_listing,AMS::ALFEN
AMS::ALLFG,ALLFG,AMS,Stock,GB00BNTJ3546,GB00BNTJ3546,extended,secondary_cross_listing,LSE::0AAL
AMS::ALX,ALX,AMS,Stock,NL0012194724,NL0012194724,core,primary_listing,AMS::ALX
AMS::AMAY,AMAY,AMS,ETF,XS3299466147,XS3299466147,extended,secondary_cross_listing,XETRA::AMY1
AMS::AMUND,AMUND,AMS,Stock,NL0010696704,NL0010696704,core,primary_listing,AMS::AMUND
AMS::APM,APM,AMS,Stock,NL0000238145,NL0000238145,core,primary_listing,AMS::APM
AMS::ARCAD,ARCAD,AMS,Stock,NL0006237562,NL0006237562,core,primary_listing,AMS::ARCAD
AMS::ARGO,ARGO,AMS,Stock,NL0015000D84,NL0015000D84,core,primary_listing,AMS::ARGO
AMS::ARIY,ARIY,AMS,ETF,XS3299469919,XS3299469919,extended,secondary_cross_listing,XETRA::ARDY
AMS::ASIG,ASIG,AMS,ETF,IE0007G78AC4,IE0007G78AC4,core,primary_listing,AMS::ASIG
AMS::ASML,ASML,AMS,Stock,NL0010273215,NL0010273215,core,primary_listing,AMS::ASML
AMS::ASMY,ASMY,AMS,ETF,XS3299469323,XS3299469323,extended,secondary_cross_listing,XETRA::YAS1
AMS::ASRNL,ASRNL,AMS,Stock,NL0011872643,NL0011872643,core,primary_listing,AMS::ASRNL
AMS::AST,AST,AMS,Stock,NL0000686509,NL0000686509,core,primary_listing,AMS::AST
AMS::ASUI,ASUI,AMS,ETF,CH1360612159,CH1360612159,extended,secondary_cross_listing,XETRA::21SI
AMS::AUV,AUV,AMS,Stock,NL0006380776,NL0006380776,core,primary_listing,AMS::AUV
AMS::AXRP,AXRP,AMS,ETF,CH0454664043,CH0454664043,extended,secondary_cross_listing,SIX::AXRP-USD
AMS::AZRN,AZRN,AMS,Stock,NL00150006Z9,NL00150006Z9,core,primary_listing,AMS::AZRN
AMS::BACE,BACE,AMS,Stock,KYG137071075,KYG137071075,core,primary_listing,AMS::BACE
AMS::BAMNB,BAMNB,AMS,Stock,NL0000337319,NL0000337319,core,primary_listing,AMS::BAMNB
AMS::BESI,BESI,AMS,Stock,NL0012866412,NL0012866412,core,primary_listing,AMS::BESI
AMS::BEVER,BEVER,AMS,Stock,NL0000285278,NL0000285278,core,primary_listing,AMS::BEVER
AMS::BLTN,BLTN,AMS,ETF,DE000A2QP4D2,DE000A2QP4D2,core,primary_listing,AMS::BLTN
AMS::BMN3,BMN3,AMS,ETF,XS3302918423,XS3302918423,core,primary_listing,AMS::BMN3
AMS::BMNY,BMNY,AMS,ETF,XS3299465172,XS3299465172,extended,secondary_cross_listing,XETRA::BMBY
AMS::BNEH,BNEH,AMS,ETF,IE00043CMIN7,IE00043CMIN7,core,primary_listing,AMS::BNEH
AMS::BNJ,BNJ,AMS,Stock,NL0015000X07,NL0015000X07,core,primary_listing,AMS::BNJ
AMS::BNJW,BNJW,AMS,Stock,NL0015000H56,NL0015000H56,core,primary_listing,AMS::BNJW
AMS::BNKT,BNKT,AMS,ETF,IE000ZPUEP93,IE000ZPUEP93,core,primary_listing,AMS::BNKT
AMS::BTC0E,BTC0E,AMS,ETF,CH0573883474,CH0573883474,core,primary_listing,AMS::BTC0E
AMS::BTCN,BTCN,AMS,ETF,XS2940466316,XS2940466316,extended,secondary_cross_listing,LSE::IB1T
AMS::BTMA,BTMA,AMS,ETF,IE00B1FZS798,IE00B1FZS798,extended,secondary_cross_listing,LSE::IDTM
AMS::CABKA,CABKA,AMS,Stock,NL00150000S7,NL00150000S7,core,primary_listing,AMS::CABKA
AMS::CABLE,CABLE,AMS,Stock,GG00BMB5XZ39,GG00BMB5XZ39,core,primary_listing,AMS::CABLE
AMS::CBE7,CBE7,AMS,ETF,IE00B3VTML14,IE00B3VTML14,extended,secondary_cross_listing,LSE::CE71
AMS::CBEU,CBEU,AMS,ETF,IE000P16KP52,IE000P16KP52,core,primary_listing,AMS::CBEU
AMS::CEMU,CEMU,AMS,ETF,IE00B53QG562,IE00B53QG562,extended,secondary_cross_listing,LSE::CEU1
AMS::CEUU,CEUU,AMS,ETF,IE00BKBF6616,IE00BKBF6616,core,primary_listing,AMS::CEUU
AMS::CITY,CITY,AMS,ETF,IE00BKTLJC87,IE00BKTLJC87,extended,secondary_cross_listing,XETRA::AYEU
AMS::CMCOM,CMCOM,AMS,Stock,NL0012747059,NL0012747059,core,primary_listing,AMS::CMCOM
AMS::CMEX,CMEX,AMS,ETF,IE00B5WHFQ43,IE00B5WHFQ43,extended,secondary_cross_listing,LSE::CMX1
AMS::COIB,COIB,AMS,ETF,XS2338070282,XS2338070282,extended,secondary_cross_listing,LSE::COI1
AMS::COPM,COPM,AMS,ETF,IE00063FT9K6,IE00063FT9K6,extended,secondary_cross_listing,LSE::MINE
AMS::CPRS,CPRS,AMS,ETF,XS3299460967,XS3299460967,core,primary_listing,AMS::CPRS
AMS::CRC3,CRC3,AMS,ETF,XS3299464100,XS3299464100,core,primary_listing,AMS::CRC3
AMS::CRW3,CRW3,AMS,ETF,XS3299464282,XS3299464282,core,primary_listing,AMS::CRW3
AMS::CSG,CSG,AMS,Stock,NL0015073TS8,NL0015073TS8,core,primary_listing,AMS::CSG
AMS::CSPEH,CSPEH,AMS,ETF,IE000Y7V5EW2,IE000Y7V5EW2,extended,secondary_cross_listing,XETRA::CEMV
AMS::CTAC,CTAC,AMS,Stock,NL0000345577,NL0000345577,core,primary_listing,AMS::CTAC
AMS::CTPNV,CTPNV,AMS,Stock,NL00150006R6,NL00150006R6,core,primary_listing,AMS::CTPNV
AMS::CUEB,CUEB,AMS,ETF,IE0007LAQ4A1,IE0007LAQ4A1,core,primary_listing,AMS::CUEB
AMS::CUL3,CUL3,AMS,ETF,XS3299460884,XS3299460884,core,primary_listing,AMS::CUL3
AMS::CVC,CVC,AMS,Stock,JE00BRX98089,JE00BRX98089,core,primary_listing,AMS::CVC
AMS::CYBA,CYBA,AMS,ETF,IE00BKPSFD61,IE00BKPSFD61,core,primary_listing,AMS::CYBA
AMS::CYBE,CYBE,AMS,ETF,IE00BKT6VQ12,IE00BKT6VQ12,core,primary_listing,AMS::CYBE
AMS::CYBU,CYBU,AMS,ETF,IE00BKT6RT64,IE00BKT6RT64,core,primary_listing,AMS::CYBU
AMS::DHYD,DHYD,AMS,ETF,IE00BKF09C98,IE00BKF09C98,core,primary_listing,AMS::DHYD
AMS::DHYE,DHYE,AMS,ETF,IE00BJK55B31,IE00BJK55B31,extended,secondary_cross_listing,LSE::DHYA
AMS::DIGI,DIGI,AMS,Stock,NL0012294474,NL0012294474,core,primary_listing,AMS::DIGI
AMS::DOTVE,DOTVE,AMS,ETF,CH1114178812,CH1114178812,core,primary_listing,AMS::DOTVE
AMS::DSC2S,DSC2S,AMS,Stock,NL00150002R5,NL00150002R5,core,primary_listing,AMS::DSC2S
AMS::DSCW2,DSCW2,AMS,Stock,NL00150000U3,NL00150000U3,core,primary_listing,AMS::DSCW2
AMS::DSCW3,DSCW3,AMS,Stock,NL00150000V1,NL00150000V1,core,primary_listing,AMS::DSCW3
AMS::DSFIR,DSFIR,AMS,Stock,CH1216478797,CH1216478797,extended,secondary_cross_listing,LSE::0AC9
AMS::DTEH,DTEH,AMS,ETF,IE000T8E6SX8,IE000T8E6SX8,core,primary_listing,AMS::DTEH
AMS::EARTH,EARTH,AMS,Stock,NL0009169515,NL0009169515,core,primary_listing,AMS::EARTH
AMS::EAS2P,EAS2P,AMS,Stock,NL0000345627,NL0000345627,core,primary_listing,AMS::EAS2P
AMS::EBUS,EBUS,AMS,Stock,NL0015002AG2,NL0015002AG2,core,primary_listing,AMS::EBUS
AMS::ECMPA,ECMPA,AMS,Stock,NL0015000K93,NL0015000K93,core,primary_listing,AMS::ECMPA
AMS::ECT,ECT,AMS,Stock,GB00B94QM994,GB00B94QM994,core,primary_listing,AMS::ECT
AMS::EEDV,EEDV,AMS,ETF,IE00BYTH5T38,IE00BYTH5T38,extended,secondary_cross_listing,XETRA::ZPD9
AMS::EHEB,EHEB,AMS,ETF,IE000CZJPCH1,IE000CZJPCH1,core,primary_listing,AMS::EHEB
AMS::EHYA,EHYA,AMS,ETF,IE00BJK55C48,IE00BJK55C48,extended,secondary_cross_listing,XETRA::AYE2
AMS::EHYD,EHYD,AMS,ETF,IE00BKLC5874,IE00BKLC5874,core,primary_listing,AMS::EHYD
AMS::EJP3,EJP3,AMS,ETF,JE00B3WDZY68,JE00B3WDZY68,core,primary_listing,AMS::EJP3
AMS::EMPA,EMPA,AMS,ETF,IE00BL6K8D99,IE00BL6K8D99,core,primary_listing,AMS::EMPA
AMS::ENVI,ENVI,AMS,Stock,NL0015000GX8,NL0015000GX8,core,primary_listing,AMS::ENVI
AMS::EPAD,EPAD,AMS,ETF,IE000HH3SU50,IE000HH3SU50,core,primary_listing,AMS::EPAD
AMS::ERC,ERC,AMS,Stock,NL0010389508,NL0010389508,core,primary_listing,AMS::ERC
AMS::ESCE,ESCE,AMS,ETF,IE0000N55FP4,IE0000N55FP4,core,primary_listing,AMS::ESCE
AMS::ESP,ESP,AMS,Stock,NL0009272137,NL0009272137,core,primary_listing,AMS::ESP
AMS::ESPX,ESPX,AMS,ETF,CA30052U2065,CA30052U2065,core,primary_listing,AMS::ESPX
AMS::ETH0E,ETH0E,AMS,ETF,CH0585378752,CH0585378752,core,primary_listing,AMS::ETH0E
AMS::EUEA,EUEA,AMS,ETF,IE0008471009,IE0008471009,extended,secondary_cross_listing,LSE::EUE
AMS::EUJP,EUJP,AMS,ETF,JE00B3MWC642,JE00B3MWC642,extended,secondary_cross_listing,XETRA::SJPS
AMS::EUS3,EUS3,AMS,ETF,JE00B3QQ4551,JE00B3QQ4551,core,primary_listing,AMS::EUS3
AMS::EWSA,EWSA,AMS,ETF,IE000T9EOCL3,IE000T9EOCL3,core,primary_listing,AMS::EWSA
AMS::EXA1,EXA1,AMS,ETF,DE000A2QP372,DE000A2QP372,core,primary_listing,AMS::EXA1
AMS::EXCD,EXCD,AMS,ETF,IE000W8RYVC0,IE000W8RYVC0,core,primary_listing,AMS::EXCD
AMS::EXO,EXO,AMS,Stock,NL0012059018,NL0012059018,core,primary_listing,AMS::EXO
AMS::FAN3,FAN3,AMS,ETF,XS3068790651,XS3068790651,core,primary_listing,AMS::FAN3
AMS::FDNE,FDNE,AMS,ETF,IE00BG0SSC32,IE00BG0SSC32,extended,secondary_cross_listing,LSE::FDNU
AMS::FERGR,FERGR,AMS,Stock,GB00BN0VZ646,GB00BN0VZ646,core,primary_listing,AMS::FERGR
AMS::FFARM,FFARM,AMS,Stock,NL0011832811,NL0011832811,core,primary_listing,AMS::FFARM
AMS::FSOV,FSOV,AMS,ETF,IE00BKS2X317,IE00BKS2X317,extended,secondary_cross_listing,XETRA::FTGB
AMS::FUR,FUR,AMS,Stock,NL00150003E1,NL00150003E1,core,primary_listing,AMS::FUR
AMS::FXAC,FXAC,AMS,ETF,IE000QOU09J7,IE000QOU09J7,core,primary_listing,AMS::FXAC
AMS::FXGD,FXGD,AMS,ETF,IE00B8XB7377,IE00B8XB7377,core,primary_listing,AMS::FXGD
AMS::GLD5,GLD5,AMS,ETF,XS3299461189,XS3299461189,core,primary_listing,AMS::GLD5
AMS::GLUH,GLUH,AMS,ETF,IE0004J6PFL7,IE0004J6PFL7,core,primary_listing,AMS::GLUH
AMS::GOVA,GOVA,AMS,ETF,IE00BMYHQM42,IE00BMYHQM42,core,primary_listing,AMS::GOVA
AMS::GSSS,GSSS,AMS,ETF,XS2297553153,XS2297553153,extended,secondary_cross_listing,LSE::SGSE
AMS::H2OA,H2OA,AMS,ETF,IE000CFH1JX2,IE000CFH1JX2,core,primary_listing,AMS::H2OA
AMS::HAVAS,HAVAS,AMS,Stock,NL0015002K83,NL0015002K83,core,primary_listing,AMS::HAVAS
AMS::HBAR,HBAR,AMS,ETF,GB00BRC6JM96,GB00BRC6JM96,core,primary_listing,AMS::HBAR
AMS::HEIA,HEIA,AMS,Stock,NL0000009165,NL0000009165,core,primary_listing,AMS::HEIA
AMS::HEIJM,HEIJM,AMS,Stock,NL0009269109,NL0009269109,core,primary_listing,AMS::HEIJM
AMS::HEIO,HEIO,AMS,Stock,NL0000008977,NL0000008977,core,primary_listing,AMS::HEIO
AMS::HKDE,HKDE,AMS,ETF,LU1169827224,LU1169827224,core,primary_listing,AMS::HKDE
AMS::HOLCO,HOLCO,AMS,Stock,NL0000440311,NL0000440311,core,primary_listing,AMS::HOLCO
AMS::HWK,HWK,AMS,Stock,NL0010556726,NL0010556726,core,primary_listing,AMS::HWK
AMS::HYCB,HYCB,AMS,ETF,IE00098G6RH2,IE00098G6RH2,core,primary_listing,AMS::HYCB
AMS::HYDRA,HYDRA,AMS,Stock,NL0009391242,NL0009391242,core,primary_listing,AMS::HYDRA
AMS::I50D,I50D,AMS,ETF,IE000D3BWBR2,IE000D3BWBR2,core,primary_listing,AMS::I50D
AMS::IAEA,IAEA,AMS,ETF,IE00BMTX2B82,IE00BMTX2B82,core,primary_listing,AMS::IAEA
AMS::ICEH,ICEH,AMS,ETF,IE000JEHORH6,IE000JEHORH6,core,primary_listing,AMS::ICEH
AMS::ICHD,ICHD,AMS,ETF,IE00BL977C92,IE00BL977C92,core,primary_listing,AMS::ICHD
AMS::ICHN,ICHN,AMS,ETF,IE00BJ5JPG56,IE00BJ5JPG56,extended,secondary_cross_listing,XETRA::ICGA
AMS::ICOV,ICOV,AMS,ETF,IE00B3B8Q275,IE00B3B8Q275,extended,secondary_cross_listing,XETRA::IUS6
AMS::IDSE,IDSE,AMS,ETF,IE00BMDBMG37,IE00BMDBMG37,core,primary_listing,AMS::IDSE
AMS::IDVA,IDVA,AMS,ETF,DE000A2QP380,DE000A2QP380,core,primary_listing,AMS::IDVA
AMS::IEAU,IEAU,AMS,ETF,IE00093GOJ04,IE00093GOJ04,core,primary_listing,AMS::IEAU
AMS::IEGA,IEGA,AMS,ETF,IE00B4WXJJ64,IE00B4WXJJ64,extended,secondary_cross_listing,LSE::SEGA
AMS::IEGE,IEGE,AMS,ETF,IE00B3FH7618,IE00B3FH7618,extended,secondary_cross_listing,XETRA::EUN6
AMS::IEGY,IEGY,AMS,ETF,IE00B4WXJG34,IE00B4WXJG34,extended,secondary_cross_listing,LSE::IBGY
AMS::IEMM,IEMM,AMS,ETF,IE00B0M63177,IE00B0M63177,extended,secondary_cross_listing,LSE::IDEM
AMS::IESE,IESE,AMS,ETF,IE00B52VJ196,IE00B52VJ196,extended,secondary_cross_listing,LSE::IESG
AMS::IFFI,IFFI,AMS,ETF,IE00BKPX3K41,IE00BKPX3K41,core,primary_listing,AMS::IFFI
AMS::IFRB,IFRB,AMS,ETF,IE00B7LGZ558,IE00B7LGZ558,core,primary_listing,AMS::IFRB
AMS::IFRD,IFRD,AMS,ETF,IE000A9QV382,IE000A9QV382,core,primary_listing,AMS::IFRD
AMS::IFRE,IFRE,AMS,ETF,IE00BP3QZJ36,IE00BP3QZJ36,extended,secondary_cross_listing,LSE::ISFR
AMS::IFXL,IFXL,AMS,ETF,IE000R7KKFN3,IE000R7KKFN3,extended,secondary_cross_listing,XETRA::ISFX
AMS::IGAE,IGAE,AMS,ETF,IE00BKPT2T41,IE00BKPT2T41,core,primary_listing,AMS::IGAE
AMS::IGBG,IGBG,AMS,ETF,IE000J8Z5N74,IE000J8Z5N74,core,primary_listing,AMS::IGBG
AMS::IGBY,IGBY,AMS,ETF,IE000XRBP9E3,IE000XRBP9E3,core,primary_listing,AMS::IGBY
AMS::IGLE,IGLE,AMS,ETF,IE00BKT6FT27,IE00BKT6FT27,core,primary_listing,AMS::IGLE
AMS::IKRA,IKRA,AMS,ETF,IE00B0M63391,IE00B0M63391,extended,secondary_cross_listing,LSE::IDKO
AMS::IMAE,IMAE,AMS,ETF,IE00B4K48X80,IE00B4K48X80,extended,secondary_cross_listing,LSE::SMEA
AMS::IMBE,IMBE,AMS,ETF,IE00BKP5L409,IE00BKP5L409,core,primary_listing,AMS::IMBE
AMS::IMCD,IMCD,AMS,Stock,NL0010801007,NL0010801007,core,primary_listing,AMS::IMCD
AMS::INCI,INCI,AMS,ETF,IE0007FM00T9,IE0007FM00T9,core,primary_listing,AMS::INCI
AMS::INFEA,INFEA,AMS,ETF,IE000JS0HUM5,IE000JS0HUM5,core,primary_listing,AMS::INFEA
AMS::INGA,INGA,AMS,Stock,NL0011821202,NL0011821202,core,primary_listing,AMS::INGA
AMS::INGB,INGB,AMS,ETF,IE0004L9EID2,IE0004L9EID2,extended,secondary_cross_listing,XETRA::CEB5
AMS::INIO,INIO,AMS,Stock,NL00150745D9,NL00150745D9,core,primary_listing,AMS::INIO
