listing_key,ticker,exchange,asset_type,isin,instrument_group_key,instrument_scope,scope_reason,primary_listing_key
SGX::P34,P34,SGX,Stock,SG1Q25921608,SG1Q25921608,core,primary_listing,SGX::P34
SGX::P36,P36,SGX,Stock,BMG6900A1163,BMG6900A1163,core,primary_listing,SGX::P36
SGX::P40U,P40U,SGX,Stock,SG1S18926810,SG1S18926810,core,primary_listing,SGX::P40U
SGX::P52,P52,SGX,Stock,SG1A67000830,SG1A67000830,core,primary_listing,SGX::P52
SGX::P74,P74,SGX,Stock,BMG2110F1023,BMG2110F1023,extended,secondary_cross_listing,HKEX::00834
SGX::P7VU,P7VU,SGX,Stock,SG2D00968206,SG2D00968206,extended,secondary_cross_listing,OTC::HCTPF
SGX::P8A,P8A,SGX,Stock,SG2E64980112,SG2E64980112,extended,secondary_cross_listing,OTC::CLIFF
SGX::P8Z,P8Z,SGX,Stock,SG2E67980267,SG2E67980267,core,primary_listing,SGX::P8Z
SGX::P9D,P9D,SGX,Stock,AU0000012056,AU0000012056,extended,secondary_cross_listing,ASX::CVL
SGX::PH0,PH0,SGX,Stock,SG2D90976473,SG2D90976473,core,primary_listing,SGX::PH0
SGX::Q01,Q01,SGX,Stock,SG1A49000759,SG1A49000759,core,primary_listing,SGX::Q01
SGX::Q0F,Q0F,SGX,Stock,MYL5225OO007,MYL5225OO007,core,primary_listing,SGX::Q0F
SGX::Q0X,Q0X,SGX,Stock,SG2F02983607,SG2F02983607,core,primary_listing,SGX::Q0X
SGX::Q5T,Q5T,SGX,Stock,SG2F08984575,SG2F08984575,core,primary_listing,SGX::Q5T
SGX::QC7,QC7,SGX,Stock,SG2E73981531,SG2E73981531,core,primary_listing,SGX::QC7
SGX::QES,QES,SGX,Stock,SGXE54479022,SGXE54479022,core,primary_listing,SGX::QES
SGX::QK9,QK9,SGX,ETF,SG1T41930465,SG1T41930465,extended,secondary_cross_listing,SGX::I98
SGX::QL2,QL2,SGX,ETF,SG2D32970329,SG2D32970329,extended,secondary_cross_listing,SGX::N6M
SGX::QL3,QL3,SGX,ETF,SG2D83975482,SG2D83975482,extended,secondary_cross_listing,SGX::O9P
SGX::QNS,QNS,SGX,Stock,SGXE41674636,SGXE41674636,core,primary_listing,SGX::QNS
SGX::QS9,QS9,SGX,Stock,SG2E91982768,SG2E91982768,core,primary_listing,SGX::QS9
SGX::QZG,QZG,SGX,Stock,SGXE69448095,SGXE69448095,core,primary_listing,SGX::QZG
SGX::R14,R14,SGX,Stock,SG1P35918371,SG1P35918371,core,primary_listing,SGX::R14
SGX::RC5,RC5,SGX,Stock,SG2F20985956,SG2F20985956,core,primary_listing,SGX::RC5
SGX::RCU,RCU,SGX,Stock,SGXE83751573,SGXE83751573,core,primary_listing,SGX::RCU
SGX::RDR,RDR,SGX,Stock,SGXE23963270,SGXE23963270,core,primary_listing,SGX::RDR
SGX::RE4,RE4,SGX,Stock,SG2F24986083,SG2F24986083,extended,secondary_cross_listing,OTC::GRYRF
SGX::RQ1,RQ1,SGX,Stock,SG2F49989922,SG2F49989922,core,primary_listing,SGX::RQ1
SGX::RXS,RXS,SGX,Stock,SGXE30264951,SGXE30264951,core,primary_listing,SGX::RXS
SGX::S07,S07,SGX,Stock,BMG8063F1068,BMG8063F1068,extended,secondary_cross_listing,HKEX::00069
SGX::S08,S08,SGX,Stock,SG1N89910219,SG1N89910219,core,primary_listing,SGX::S08
SGX::S19,S19,SGX,Stock,SG1J24887775,SG1J24887775,core,primary_listing,SGX::S19
SGX::S20,S20,SGX,Stock,SG1J49001550,SG1J49001550,core,primary_listing,SGX::S20
SGX::S23,S23,SGX,Stock,SG1M01001924,SG1M01001924,core,primary_listing,SGX::S23
SGX::S27,S27,SGX,ETF,US78462F1030,US78462F1030,extended,secondary_cross_listing,NYSE ARCA::SPY
SGX::S29,S29,SGX,Stock,SG1O53913362,SG1O53913362,core,primary_listing,SGX::S29
SGX::S2D,S2D,SGX,Stock,JP3595070008,JP3595070008,extended,secondary_cross_listing,TSE::8923
SGX::S35,S35,SGX,Stock,SG1S02002305,SG1S02002305,core,primary_listing,SGX::S35
SGX::S3N,S3N,SGX,Stock,SGXPG02D6ZP7,SGXPG02D6ZP7,core,primary_listing,SGX::S3N
SGX::S41,S41,SGX,Stock,SG1M04001939,SG1M04001939,core,primary_listing,SGX::S41
SGX::S44,S44,SGX,Stock,SG1H26001476,SG1H26001476,core,primary_listing,SGX::S44
SGX::S56,S56,SGX,Stock,SG1F29855813,SG1F29855813,core,primary_listing,SGX::S56
SGX::S58,S58,SGX,Stock,SG1I52882764,SG1I52882764,core,primary_listing,SGX::S58
SGX::S59,S59,SGX,Stock,SG1I53882771,SG1I53882771,core,primary_listing,SGX::S59
SGX::S61,S61,SGX,Stock,SG1F58858209,SG1F58858209,core,primary_listing,SGX::S61
SGX::S63,S63,SGX,Stock,SG1F60858221,SG1F60858221,core,primary_listing,SGX::S63
SGX::S68,S68,SGX,Stock,SG1J26887955,SG1J26887955,core,primary_listing,SGX::S68
SGX::S69,S69,SGX,Stock,SG1E36851343,SG1E36851343,core,primary_listing,SGX::S69
SGX::S71,S71,SGX,Stock,SG1B17008288,SG1B17008288,core,primary_listing,SGX::S71
SGX::S7OU,S7OU,SGX,Stock,SG2F77993036,SG2F77993036,core,primary_listing,SGX::S7OU
SGX::S85,S85,SGX,Stock,SG1P15916395,SG1P15916395,core,primary_listing,SGX::S85
SGX::S9B,S9B,SGX,Stock,SG2F79993489,SG2F79993489,core,primary_listing,SGX::S9B
SGX::SEG,SEG,SGX,Stock,BMG2345T1099,BMG2345T1099,extended,secondary_cross_listing,HKEX::00182
SGX::SEJ,SEJ,SGX,Stock,SGXE33048260,SGXE33048260,core,primary_listing,SGX::SEJ
SGX::SGR,SGR,SGX,Stock,SGXE15230159,SGXE15230159,core,primary_listing,SGX::SGR
SGX::SJY,SJY,SGX,Stock,SGXE43386122,SGXE43386122,core,primary_listing,SGX::SJY
SGX::SO7,SO7,SGX,Stock,SG1U76934819,SG1U76934819,extended,secondary_cross_listing,SGX::BS6
SGX::SQQ,SQQ,SGX,ETF,SGXC71124538,SGXC71124538,core,primary_listing,SGX::SQQ
SGX::T12,T12,SGX,Stock,SG1K31894969,SG1K31894969,core,primary_listing,SGX::T12
SGX::T13,T13,SGX,Stock,SG1H00001443,SG1H00001443,core,primary_listing,SGX::T13
SGX::T14,T14,SGX,Stock,CNE100000924,CNE100000924,core,primary_listing,SGX::T14
SGX::T15,T15,SGX,Stock,BMG8667Z1023,BMG8667Z1023,extended,secondary_cross_listing,HKEX::00693
SGX::T24,T24,SGX,Stock,SG2D13002373,SG2D13002373,core,primary_listing,SGX::T24
SGX::T41,T41,SGX,Stock,SG1P75919099,SG1P75919099,core,primary_listing,SGX::T41
SGX::T43,T43,SGX,Stock,BMG9888Y1066,BMG9888Y1066,extended,secondary_cross_listing,HKEX::01298
SGX::T4B,T4B,SGX,Stock,SG2G19997136,SG2G19997136,core,primary_listing,SGX::T4B
SGX::T55,T55,SGX,Stock,SG1A82000914,SG1A82000914,core,primary_listing,SGX::T55
SGX::T6I,T6I,SGX,Stock,SG2G29997704,SG2G29997704,core,primary_listing,SGX::T6I
SGX::T82U,T82U,SGX,Stock,SG1Q52922370,SG1Q52922370,extended,secondary_cross_listing,OTC::SURVF
SGX::TADD,TADD,SGX,Stock,SGXE32247038,SGXE32247038,core,primary_listing,SGX::TADD
SGX::TATD,TATD,SGX,Stock,SGXE27499115,SGXE27499115,core,primary_listing,SGX::TATD
SGX::TBDD,TBDD,SGX,Stock,SGXE22121102,SGXE22121102,core,primary_listing,SGX::TBDD
SGX::TCPD,TCPD,SGX,Stock,SGXE91081823,SGXE91081823,core,primary_listing,SGX::TCPD
SGX::TDED,TDED,SGX,Stock,SGXE82458550,SGXE82458550,core,primary_listing,SGX::TDED
SGX::TGUD,TGUD,SGX,Stock,SGXE34721527,SGXE34721527,core,primary_listing,SGX::TGUD
SGX::TID,TID,SGX,ETF,LU0514695690,LU0514695690,extended,secondary_cross_listing,LSE::XCS6
SGX::TKKD,TKKD,SGX,Stock,SGXE30848761,SGXE30848761,core,primary_listing,SGX::TKKD
SGX::TPED,TPED,SGX,Stock,SGXE96528042,SGXE96528042,core,primary_listing,SGX::TPED
SGX::TPFD,TPFD,SGX,Stock,SGXE42827407,SGXE42827407,core,primary_listing,SGX::TPFD
SGX::TQ5,TQ5,SGX,Stock,SG2G52000004,SG2G52000004,extended,secondary_cross_listing,OTC::FSRPF
SGX::TS0U,TS0U,SGX,Stock,SG2G60000004,SG2G60000004,core,primary_listing,SGX::TS0U
SGX::TSCD,TSCD,SGX,Stock,SGXE69329782,SGXE69329782,core,primary_listing,SGX::TSCD
SGX::TSH,TSH,SGX,Stock,MYL9059OO006,MYL9059OO006,extended,secondary_cross_listing,Bursa::9059
SGX::TVV,TVV,SGX,Stock,SGXE15822534,SGXE15822534,core,primary_listing,SGX::TVV
SGX::U06,U06,SGX,Stock,SG1K37001643,SG1K37001643,core,primary_listing,SGX::U06
SGX::U10,U10,SGX,Stock,SG1J21887414,SG1J21887414,core,primary_listing,SGX::U10
SGX::U11,U11,SGX,Stock,SG1M31001969,SG1M31001969,core,primary_listing,SGX::U11
SGX::U13,U13,SGX,Stock,SG1M91002014,SG1M91002014,core,primary_listing,SGX::U13
SGX::U14,U14,SGX,Stock,SG1S83002349,SG1S83002349,core,primary_listing,SGX::U14
SGX::U77,U77,SGX,Stock,IL0010927254,IL0010927254,extended,secondary_cross_listing,TASE::SARN
SGX::U96,U96,SGX,Stock,SG1R50925390,SG1R50925390,extended,secondary_cross_listing,OTC::SCRPF
SGX::U9E,U9E,SGX,Stock,BMG2116Y1057,BMG2116Y1057,extended,secondary_cross_listing,HKEX::01857
SGX::UD1U,UD1U,SGX,Stock,SG1AB8000006,SG1AB8000006,extended,secondary_cross_listing,SGX::8U7U
SGX::UIBU,UIBU,SGX,Stock,SGXC15458703,SGXC15458703,core,primary_listing,SGX::UIBU
SGX::UIX,UIX,SGX,Stock,KYG215691505,KYG215691505,extended,secondary_cross_listing,HKEX::01130
SGX::UPD,UPD,SGX,ETF,SGXC61123532,SGXC61123532,core,primary_listing,SGX::UPD
SGX::UPU,UPU,SGX,ETF,SGXC61123532,SGXC61123532,extended,secondary_cross_listing,SGX::UPD
SGX::URR,URR,SGX,Stock,SGXE75616446,SGXE75616446,core,primary_listing,SGX::URR
SGX::UUK,UUK,SGX,Stock,SGXE54661850,SGXE54661850,core,primary_listing,SGX::UUK
SGX::UV1,UV1,SGX,Stock,SG1AE0000008,SG1AE0000008,core,primary_listing,SGX::UV1
SGX::UZF,UZF,SGX,Stock,SGXE32578069,SGXE32578069,core,primary_listing,SGX::UZF
SGX::V03,V03,SGX,Stock,SG0531000230,SG0531000230,core,primary_listing,SGX::V03
SGX::V2Y,V2Y,SGX,Stock,SGXE31442804,SGXE31442804,core,primary_listing,SGX::V2Y
SGX::V3M,V3M,SGX,Stock,SGXE91187273,SGXE91187273,core,primary_listing,SGX::V3M
SGX::V7R,V7R,SGX,Stock,SGXE81809571,SGXE81809571,core,primary_listing,SGX::V7R
SGX::V8Y,V8Y,SGX,Stock,SGXE57350022,SGXE57350022,extended,secondary_cross_listing,OTC::QTHLF
SGX::VI2,VI2,SGX,Stock,KYG9005M1006,KYG9005M1006,core,primary_listing,SGX::VI2
SGX::VK8,VK8,SGX,ETF,SG1Y89950071,SG1Y89950071,extended,secondary_cross_listing,SGX::JK8
SGX::W05,W05,SGX,Stock,SG1K66001688,SG1K66001688,core,primary_listing,SGX::W05
SGX::W8W,W8W,SGX,Stock,SGXE36049950,SGXE36049950,core,primary_listing,SGX::W8W
SGX::WJ9,WJ9,SGX,Stock,SGXE59672050,SGXE59672050,core,primary_listing,SGX::WJ9
SGX::WJP,WJP,SGX,Stock,SGXE86215543,SGXE86215543,core,primary_listing,SGX::WJP
SGX::X5N,X5N,SGX,Stock,SGXE98222768,SGXE98222768,core,primary_listing,SGX::X5N
SGX::XCF,XCF,SGX,Stock,SGXE61141383,SGXE61141383,core,primary_listing,SGX::XCF
SGX::XHV,XHV,SGX,Stock,MYA010LA0136,MYA010LA0136,core,primary_listing,SGX::XHV
SGX::XJB,XJB,SGX,Stock,KYG3452A1076,KYG3452A1076,core,primary_listing,SGX::XJB
SGX::XWA,XWA,SGX,Stock,SG1BA1000003,SG1BA1000003,extended,secondary_cross_listing,OTC::AEMFF
SGX::XZB,XZB,SGX,Stock,SGXE87155607,SGXE87155607,core,primary_listing,SGX::XZB
SGX::XZL,XZL,SGX,Stock,SGXC80011726,SGXC80011726,core,primary_listing,SGX::XZL
SGX::Y03,Y03,SGX,Stock,SG1I10878425,SG1I10878425,core,primary_listing,SGX::Y03
SGX::Y06,Y06,SGX,Stock,SG1Q40922128,SG1Q40922128,core,primary_listing,SGX::Y06
SGX::Y35,Y35,SGX,Stock,BMG036111034,BMG036111034,core,primary_listing,SGX::Y35
SGX::Y3D,Y3D,SGX,Stock,SGXE29738106,SGXE29738106,core,primary_listing,SGX::Y3D
SGX::Y8E,Y8E,SGX,Stock,SGXE31436269,SGXE31436269,core,primary_listing,SGX::Y8E
SGX::Y92,Y92,SGX,Stock,TH0902010014,TH0902010014,extended,secondary_cross_listing,OTC::TBVPF
SGX::YF8,YF8,SGX,Stock,SGXE77102635,SGXE77102635,core,primary_listing,SGX::YF8
SGX::YK9,YK9,SGX,Stock,SGXE39589952,SGXE39589952,core,primary_listing,SGX::YK9
SGX::YLU,YLU,SGX,ETF,SGXC10762612,SGXC10762612,core,primary_listing,SGX::YLU
SGX::YSV,YSV,SGX,Stock,SGXE64291615,SGXE64291615,core,primary_listing,SGX::YSV
SGX::YYB,YYB,SGX,Stock,SGXE42663133,SGXE42663133,core,primary_listing,SGX::YYB
SGX::YYR,YYR,SGX,ETF,SGXC42834322,SGXC42834322,core,primary_listing,SGX::YYR
SGX::Z25,Z25,SGX,Stock,SG1T57930854,SG1T57930854,extended,secondary_cross_listing,OTC::YLDGF
SGX::Z4D,Z4D,SGX,Stock,SGXE63978766,SGXE63978766,core,primary_listing,SGX::Z4D
SGX::Z59,Z59,SGX,Stock,SG1T74931364,SG1T74931364,extended,secondary_cross_listing,OTC::YMAIF
SGX::Z74,Z74,SGX,Stock,SG1T75931496,SG1T75931496,extended,secondary_cross_listing,OTC::SNGNF
SGX::Z77,Z77,SGX,Stock,SG1T75931496,SG1T75931496,extended,secondary_cross_listing,OTC::SNGNF
SGX::ZB9,ZB9,SGX,Stock,SGXE53154642,SGXE53154642,core,primary_listing,SGX::ZB9
SGX::ZHD,ZHD,SGX,ETF,SGXC29409643,SGXC29409643,core,primary_listing,SGX::ZHD
SGX::ZHS,ZHS,SGX,ETF,SGXC30096447,SGXC30096447,core,primary_listing,SGX::ZHS
SGX::ZKX,ZKX,SGX,Stock,SGXE22056548,SGXE22056548,core,primary_listing,SGX::ZKX
SGX::ZQM,ZQM,SGX,Stock,SGXE48424142,SGXE48424142,core,primary_listing,SGX::ZQM
SIX::100GBA,100GBA,SIX,ETF,LU0136242590,LU0136242590,extended,secondary_cross_listing,LSE::UB03
SIX::27IT,27IT,SIX,ETF,IE0006UGU3X3,IE0006UGU3X3,core,primary_listing,SIX::27IT
SIX::29GA,29GA,SIX,ETF,IE000SNLFDR7,IE000SNLFDR7,core,primary_listing,SIX::29GA
SIX::29ID,29ID,SIX,ETF,IE000Y247W99,IE000Y247W99,core,primary_listing,SIX::29ID
SIX::29IT,29IT,SIX,ETF,IE00076HZIP3,IE00076HZIP3,core,primary_listing,SIX::29IT
SIX::30IA,30IA,SIX,ETF,IE000Y2BJVK9,IE000Y2BJVK9,core,primary_listing,SIX::30IA
SIX::31ID,31ID,SIX,ETF,IE0009EQZP90,IE0009EQZP90,core,primary_listing,SIX::31ID
SIX::32ID,32ID,SIX,ETF,IE00049LEBV0,IE00049LEBV0,core,primary_listing,SIX::32ID
SIX::33ID,33ID,SIX,ETF,IE000LETV955,IE000LETV955,core,primary_listing,SIX::33ID
SIX::34ID,34ID,SIX,ETF,IE000VVBM1F6,IE000VVBM1F6,core,primary_listing,SIX::34ID
SIX::500USD,500USD,SIX,ETF,LU1681049018,LU1681049018,extended,secondary_cross_listing,LSE::500G
SIX::5ESGE,5ESGE,SIX,ETF,IE00BHXMHQ65,IE00BHXMHQ65,extended,secondary_cross_listing,XETRA::S5SG
SIX::5ESGG,5ESGG,SIX,ETF,IE00BHXMHR72,IE00BHXMHR72,extended,secondary_cross_listing,LSE::5ESG
SIX::5ESGS,5ESGS,SIX,ETF,IE00BHXMHN35,IE00BHXMHN35,core,primary_listing,SIX::5ESGS
SIX::AADA-USD,AADA-USD,SIX,ETF,CH1102728750,CH1102728750,core,primary_listing,SIX::AADA-USD
SIX::ABBA,ABBA,SIX,ETF,CH0496484640,CH0496484640,core,primary_listing,SIX::ABBA
SIX::ABBN,ABBN,SIX,Stock,CH0012221716,CH0012221716,core,primary_listing,SIX::ABBN
SIX::ABNB-USD,ABNB-USD,SIX,ETF,CH0496454155,CH0496454155,core,primary_listing,SIX::ABNB-USD
SIX::ABTC-EUR,ABTC-EUR,SIX,ETF,CH0454664001,CH0454664001,core,primary_listing,SIX::ABTC-EUR
SIX::ABTC-GBP,ABTC-GBP,SIX,ETF,CH0454664001,CH0454664001,extended,secondary_cross_listing,SIX::ABTC-EUR
SIX::ABTC-USD,ABTC-USD,SIX,ETF,CH0454664001,CH0454664001,extended,secondary_cross_listing,SIX::ABTC-EUR
SIX::ABTCUSD,ABTCUSD,SIX,ETF,CH0454664001,CH0454664001,extended,secondary_cross_listing,SIX::ABTC-EUR
SIX::ACCUKD,ACCUKD,SIX,ETF,IE00BZ2GTT26,IE00BZ2GTT26,core,primary_listing,SIX::ACCUKD
SIX::ACGUKD,ACGUKD,SIX,ETF,IE00BYVDRF92,IE00BYVDRF92,core,primary_listing,SIX::ACGUKD
SIX::ACLN,ACLN,SIX,Stock,CH1169360919,CH1169360919,core,primary_listing,SIX::ACLN
SIX::ACPA,ACPA,SIX,ETF,IE00BN4Q0P93,IE00BN4Q0P93,extended,secondary_cross_listing,XETRA::AW14
SIX::ACWIA,ACWIA,SIX,ETF,IE00BYM11H29,IE00BYM11H29,core,primary_listing,SIX::ACWIA
SIX::ACWIE,ACWIE,SIX,ETF,IE00BYM11K57,IE00BYM11K57,core,primary_listing,SIX::ACWIE
SIX::ACWIJ,ACWIJ,SIX,ETF,IE00BD495N16,IE00BD495N16,core,primary_listing,SIX::ACWIJ
SIX::ACWIS,ACWIS,SIX,ETF,IE00BYM11L64,IE00BYM11L64,core,primary_listing,SIX::ACWIS
SIX::ACWIU,ACWIU,SIX,ETF,IE00BYM11J43,IE00BYM11J43,core,primary_listing,SIX::ACWIU
SIX::ACWUKD,ACWUKD,SIX,ETF,IE00BJXFZ989,IE00BJXFZ989,core,primary_listing,SIX::ACWUKD
SIX::ADAS,ADAS,SIX,ETF,GB00BNRRF659,GB00BNRRF659,extended,secondary_cross_listing,XETRA::CSDA
SIX::ADEN,ADEN,SIX,Stock,CH0012138605,CH0012138605,core,primary_listing,SIX::ADEN
SIX::ADLU,ADLU,SIX,ETF,IE000GBYNAU4,IE000GBYNAU4,extended,secondary_cross_listing,XETRA::ADLT
SIX::ADOT-USD,ADOT-USD,SIX,ETF,CH0593331561,CH0593331561,core,primary_listing,SIX::ADOT-USD
SIX::ADVN,ADVN,SIX,Stock,CH0008967926,CH0008967926,core,primary_listing,SIX::ADVN
SIX::AETH-USD,AETH-USD,SIX,ETF,CH0454664027,CH0454664027,core,primary_listing,SIX::AETH-USD
SIX::AETHUSD,AETHUSD,SIX,ETF,CH0454664027,CH0454664027,extended,secondary_cross_listing,SIX::AETH-USD
SIX::AEVS,AEVS,SIX,Stock,CH0478634105,CH0478634105,core,primary_listing,SIX::AEVS
SIX::AJEUAS,AJEUAS,SIX,ETF,IE00B7WK2W23,IE00B7WK2W23,extended,secondary_cross_listing,LSE::UC48
SIX::ALGO-USD,ALGO-USD,SIX,ETF,CH1146882316,CH1146882316,core,primary_listing,SIX::ALGO-USD
SIX::ALLN,ALLN,SIX,Stock,CH0008837566,CH0008837566,core,primary_listing,SIX::ALLN
SIX::ALPN,ALPN,SIX,Stock,CH0019199550,CH0019199550,core,primary_listing,SIX::ALPN
SIX::ALTS-USD,ALTS-USD,SIX,ETF,CH1130675676,CH1130675676,core,primary_listing,SIX::ALTS-USD
SIX::APGN,APGN,SIX,Stock,CH0019107025,CH0019107025,core,primary_listing,SIX::APGN
SIX::APTB,APTB,SIX,ETF,DE000A4AJWU3,DE000A4AJWU3,core,primary_listing,SIX::APTB
SIX::ARBN,ARBN,SIX,Stock,CH0110240600,CH0110240600,core,primary_listing,SIX::ARBN
SIX::ARYN,ARYN,SIX,Stock,CH1425684714,CH1425684714,core,primary_listing,SIX::ARYN
SIX::ASOL-USD,ASOL-USD,SIX,ETF,CH1114873776,CH1114873776,core,primary_listing,SIX::ASOL-USD
SIX::ASRUSA,ASRUSA,SIX,ETF,LU0629460089,LU0629460089,extended,secondary_cross_listing,LSE::UC46
SIX::ASWN,ASWN,SIX,Stock,CH0404880129,CH0404880129,core,primary_listing,SIX::ASWN
SIX::AT1C,AT1C,SIX,ETF,IE00BLM1CB28,IE00BLM1CB28,core,primary_listing,SIX::AT1C
SIX::AUCHAH,AUCHAH,SIX,ETF,CH0106027128,CH0106027128,core,primary_listing,SIX::AUCHAH
SIX::AUCO2,AUCO2,SIX,ETF,CH1167574453,CH1167574453,core,primary_listing,SIX::AUCO2
SIX::AUESG,AUESG,SIX,ETF,IE000XN05VU8,IE000XN05VU8,core,primary_listing,SIX::AUESG
SIX::AUEUAH,AUEUAH,SIX,ETF,CH0106027144,CH0106027144,core,primary_listing,SIX::AUEUAH
SIX::AUHCHA,AUHCHA,SIX,ETF,IE00BX7RS779,IE00BX7RS779,core,primary_listing,SIX::AUHCHA
SIX::AUHEUA,AUHEUA,SIX,ETF,IE00BWT3KS11,IE00BWT3KS11,core,primary_listing,SIX::AUHEUA
SIX::AUHGBA,AUHGBA,SIX,ETF,IE00BXDZNQ90,IE00BXDZNQ90,extended,secondary_cross_listing,LSE::AUGA
SIX::AUHUSA,AUHUSA,SIX,ETF,IE00BX7RS555,IE00BX7RS555,core,primary_listing,SIX::AUHUSA
SIX::AUSAUW,AUSAUW,SIX,ETF,IE00BD4TY451,IE00BD4TY451,core,primary_listing,SIX::AUSAUW
SIX::AUTN,AUTN,SIX,Stock,CH0127480363,CH0127480363,core,primary_listing,SIX::AUTN
SIX::AUUSI,AUUSI,SIX,ETF,CH0106027193,CH0106027193,core,primary_listing,SIX::AUUSI
SIX::AUUSI-USD,AUUSI-USD,SIX,ETF,CH0106027193,CH0106027193,extended,secondary_cross_listing,SIX::AUUSI
SIX::AVAX-USD,AVAX-USD,SIX,ETF,CH1135202088,CH1135202088,core,primary_listing,SIX::AVAX-USD
SIX::AVOL,AVOL,SIX,Stock,CH0023405456,CH0023405456,core,primary_listing,SIX::AVOL
SIX::AWESG,AWESG,SIX,ETF,IE00BDQZMX67,IE00BDQZMX67,core,primary_listing,SIX::AWESG
SIX::AWESGE,AWESGE,SIX,ETF,IE00BDQZN337,IE00BDQZN337,core,primary_listing,SIX::AWESGE
SIX::AWESGG,AWESGG,SIX,ETF,IE00BDQZN550,IE00BDQZN550,core,primary_listing,SIX::AWESGG
SIX::AWESGJ,AWESGJ,SIX,ETF,IE00BYVHJM24,IE00BYVHJM24,core,primary_listing,SIX::AWESGJ
SIX::AWESGS,AWESGS,SIX,ETF,IE00BDQZN774,IE00BDQZN774,core,primary_listing,SIX::AWESGS
SIX::AWESGT,AWESGT,SIX,ETF,IE00BDQZN667,IE00BDQZN667,core,primary_listing,SIX::AWESGT
SIX::AWESGW,AWESGW,SIX,ETF,IE00BDQZN113,IE00BDQZN113,core,primary_listing,SIX::AWESGW
SIX::AWSRI,AWSRI,SIX,ETF,IE00BDR55364,IE00BDR55364,core,primary_listing,SIX::AWSRI
SIX::AWSRIA,AWSRIA,SIX,ETF,IE00BDR55471,IE00BDR55471,extended,secondary_cross_listing,XETRA::AW1P
SIX::AWSRIE,AWSRIE,SIX,ETF,IE00BDR55927,IE00BDR55927,extended,secondary_cross_listing,XETRA::AW1R
SIX::AWSRIS,AWSRIS,SIX,ETF,IE00BDR55F85,IE00BDR55F85,core,primary_listing,SIX::AWSRIS
SIX::AWSRIT,AWSRIT,SIX,ETF,IE00BDR55D61,IE00BDR55D61,core,primary_listing,SIX::AWSRIT
SIX::AXLM-USD,AXLM-USD,SIX,ETF,CH1109575535,CH1109575535,core,primary_listing,SIX::AXLM-USD
SIX::AXRP-USD,AXRP-USD,SIX,ETF,CH0454664043,CH0454664043,core,primary_listing,SIX::AXRP-USD
SIX::AXTZ-USD,AXTZ-USD,SIX,ETF,CH0491507486,CH0491507486,core,primary_listing,SIX::AXTZ-USD
SIX::BANB,BANB,SIX,Stock,CH1176493729,CH1176493729,core,primary_listing,SIX::BANB
SIX::BARN,BARN,SIX,Stock,CH0009002962,CH0009002962,core,primary_listing,SIX::BARN
SIX::BBN,BBN,SIX,Stock,CH0028422100,CH0028422100,core,primary_listing,SIX::BBN
SIX::BCCMA,BCCMA,SIX,ETF,IE00BYYLVH00,IE00BYYLVH00,extended,secondary_cross_listing,LSE::BCCU
SIX::BCCME,BCCME,SIX,ETF,IE00BYYLVJ24,IE00BYYLVJ24,extended,secondary_cross_listing,XETRA::BCFE
SIX::BCCMS,BCCMS,SIX,ETF,IE00BYYLVK39,IE00BYYLVK39,core,primary_listing,SIX::BCCMS
SIX::BCGE,BCGE,SIX,Stock,CH1485899350,CH1485899350,core,primary_listing,SIX::BCGE
SIX::BCHE,BCHE,SIX,ETF,IE00BGBN6P67,IE00BGBN6P67,extended,secondary_cross_listing,LSE::BCHN
SIX::BCJ,BCJ,SIX,Stock,CH0350665672,CH0350665672,core,primary_listing,SIX::BCJ
SIX::BCVN,BCVN,SIX,Stock,CH0531751755,CH0531751755,core,primary_listing,SIX::BCVN
SIX::BEAN,BEAN,SIX,Stock,CH1101098163,CH1101098163,core,primary_listing,SIX::BEAN
SIX::BEKN,BEKN,SIX,Stock,CH0009691608,CH0009691608,core,primary_listing,SIX::BEKN
SIX::BELL,BELL,SIX,Stock,CH0315966322,CH0315966322,core,primary_listing,SIX::BELL
SIX::BION,BION,SIX,Stock,CH0038389992,CH0038389992,core,primary_listing,SIX::BION
SIX::BIOV,BIOV,SIX,Stock,CH0210362643,CH0210362643,core,primary_listing,SIX::BIOV
SIX::BITC-EUR,BITC-EUR,SIX,ETF,GB00BLD4ZL17,GB00BLD4ZL17,extended,secondary_cross_listing,LSE::BITP
SIX::BITC-USD,BITC-USD,SIX,ETF,GB00BLD4ZL17,GB00BLD4ZL17,extended,secondary_cross_listing,LSE::BITP
SIX::BKW,BKW,SIX,Stock,CH0130293662,CH0130293662,core,primary_listing,SIX::BKW
SIX::BLOCEUR,BLOCEUR,SIX,ETF,GB00BMTP1626,GB00BMTP1626,extended,secondary_cross_listing,XETRA::WBLC
SIX::BMAG,BMAG,SIX,Stock,AT0000KTMI02,AT0000KTMI02,core,primary_listing,SIX::BMAG
SIX::BOLD-USD,BOLD-USD,SIX,ETF,CH1146882308,CH1146882308,core,primary_listing,SIX::BOLD-USD
SIX::BOSN,BOSN,SIX,Stock,CH0238627142,CH0238627142,core,primary_listing,SIX::BOSN
SIX::BRKN,BRKN,SIX,Stock,CH0212255803,CH0212255803,core,primary_listing,SIX::BRKN
SIX::BSKP,BSKP,SIX,Stock,CH0009236461,CH0009236461,core,primary_listing,SIX::BSKP
SIX::BSLN,BSLN,SIX,Stock,CH0011432447,CH0011432447,core,primary_listing,SIX::BSLN
