listing_key,action,ticker,exchange,asset_type,isin,old_name,new_name,source_key,reference_scope,source_url,observation_id,evidence_status
FSX::UUM,proposed,UUM,FSX,Stock,US91529Y1064,Unum Group,"UNUM GROUP         DL-,10",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,605f06b9d0391782403cf456,active_official_exact_listing_isin_name
FSX::UWV,proposed,UWV,FSX,Stock,US92922P1066,W&T Offshore Inc,W+T OFFSHORE INC.DL-00001,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b7f8944da060e278a75da5c8,active_official_exact_listing_isin_name
FSX::V0Y,proposed,V0Y,FSX,Stock,US9290891004,Voya Financial Inc,"VOYA FINANCIAL INC.DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ce2979a9dbe7f5ae97fd80d3,active_official_exact_listing_isin_name
FSX::V16,proposed,V16,FSX,Stock,FR0000031577,Virbac SA,"VIRBAC SA         EO 1,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,aae9fe23bdfa0d6aca570454,active_official_exact_listing_isin_name
FSX::V1L,proposed,V1L,FSX,Stock,US91913Y1001,Valero Energy Corporation,"VALERO ENERGY CORP.DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7fddb8c2b60696da01d7011d,active_official_exact_listing_isin_name
FSX::VAGE,proposed,VAGE,FSX,ETF,IE00BG47KB92,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Income,VANGUARD-GL.A.B.U.ETF EOH,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,fe8da775ee84b00304cc7d21,active_official_exact_listing_isin_name
FSX::VDY,proposed,VDY,FSX,Stock,US68287N1000,OneSpan Inc,"ONESPAN INC.      DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,497453ab42c16dab99e9cf5e,active_official_exact_listing_isin_name
FSX::VEZ,proposed,VEZ,FSX,Stock,DE000A3E5ED2,Veganz Group AG,PLANETHIC GROUP INH. O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,6fad15d7de9215d6a587ab84,active_official_exact_listing_isin_name
FSX::VI1,proposed,VI1,FSX,Stock,US9202531011,Valmont Industries Inc,VALMONT IND. INC.    DL 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cf538c99cc9b590f34f1dbbd,active_official_exact_listing_isin_name
FSX::VIS,proposed,VIS,FSX,Stock,ES0184262212,Viscofan,"VISCOFAN SA  INH. EO 0,70",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8b7186fdc1201397bd157cf5,active_official_exact_listing_isin_name
FSX::VO1,proposed,VO1,FSX,Stock,GB00BN3ZZ526,Volution Group plc,"VOLUTION GROUP    LS -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a198ec31ff3ffe10fb72a8a9,active_official_exact_listing_isin_name
FSX::VSA2,proposed,VSA2,FSX,Stock,FR0013176526,Valeo SA,VALEO SE INH.        EO 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,dfef4251cd55449316c4a6e9,active_official_exact_listing_isin_name
FSX::VTFN,proposed,VTFN,FSX,Stock,SE0011205202,Vitrolife AB (publ),"VITROLIFE AB       SK 0,2",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c21e582797f7065578dac593,active_official_exact_listing_isin_name
FSX::W8C,proposed,W8C,FSX,Stock,CY0200751713,Theon International Plc,THEON INTERN.PLC      CY1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,48817f2058a397e0bdc1d0df,active_official_exact_listing_isin_name
FSX::WC3,proposed,WC3,FSX,Stock,US9426222009,Watsco Inc,"WATSCO INC. A      DL-,50",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,181ea2290983a04843847e33,active_official_exact_listing_isin_name
FSX::WD1,proposed,WD1,FSX,Stock,US9292361071,WD-40 Company,"WD-40 CO.        DL -,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cc51073ca3384a35aa9ba277,active_official_exact_listing_isin_name
FSX::WED,proposed,WED,FSX,Stock,US9478901096,Webster Financial Corporation,"WEBSTER FINL CORP. DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,9954f03071a00012fc50b3d1,active_official_exact_listing_isin_name
FSX::WIS,proposed,WIS,FSX,Stock,FR0000121204,Wendel,WENDEL SE INH.       EO 4,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e1d6d43dd50c2588941d0241,active_official_exact_listing_isin_name
FSX::WMB,proposed,WMB,FSX,Stock,US9694571004,The Williams Companies Inc,WILLIAMS COS INC.    DL 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7ea4515c2d4ebec575e911f1,active_official_exact_listing_isin_name
FSX::WP7,proposed,WP7,FSX,Stock,US95082P1057,WESCO International Inc,"WESCO INTL INC.    DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,1fa1c2a29363b783aaa6ef3b,active_official_exact_listing_isin_name
FSX::WW1,proposed,WW1,FSX,Stock,US9807451037,Woodward Inc,"WOODWARD INC.  DL-,001455",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,2bece52e440de27060419e94,active_official_exact_listing_isin_name
FSX::WX1,proposed,WX1,FSX,Stock,US0042391096,Acadia Realty Trust,ACADIA RLTY TRUST  DL-001,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,fbe54196bcb4f5cb041f8aab,active_official_exact_listing_isin_name
FSX::WXF,proposed,WXF,FSX,Stock,US4327481010,Hilltop Holdings Inc,"HILLTOP HLDGS INC. DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,89ad78babe4234f10d98d87d,active_official_exact_listing_isin_name
FSX::X2S,proposed,X2S,FSX,Stock,CNE100000FN7,Sinopharm Group Co. Ltd,SINOPHARM GRP CO. H  YC 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,636da35d12bbe73d06ce54ec,active_official_exact_listing_isin_name
FSX::X5Z,proposed,X5Z,FSX,Stock,US03736N1046,ANZ Group Holdings Limited,ANZ GROUP HLDGS SP.ADR,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8566da0cd11f3124ed86b0c0,active_official_exact_listing_isin_name
FSX::X72,proposed,X72,FSX,Stock,SE0017768658,RENEWABLE VENTURES NORDIC,XER TECH HOLDING AB,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cfab04f40808cc66fb493981,active_official_exact_listing_isin_name
FSX::X74,proposed,X74,FSX,Stock,IT0005549255,I.M.D. International Medical Devices S.p.A.,IMD INT. MED. DEVICES SPA,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cfd01096c0c1c01f0e620149,active_official_exact_listing_isin_name
FSX::XC5,proposed,XC5,FSX,Stock,KYG0929L1041,Beauty Farm Medical and Health Industry Inc.,BEAUTY F.MED.+HEA.IN.INC.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,fc6156ecb6d09d5bcb4897a8,active_official_exact_listing_isin_name
FSX::XE9,proposed,XE9,FSX,Stock,US98401F1057,Xencor Inc,"XENCOR INC.        DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,1679dabb5244821afa11a6e9,active_official_exact_listing_isin_name
FSX::XEJ,proposed,XEJ,FSX,Stock,US0043971052,Accuray Incorporated,"ACCURAY INC.     DL -,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e506d75f8a3c946aad85bd5c,active_official_exact_listing_isin_name
FSX::XGR2,proposed,XGR2,FSX,Stock,GB00BD6K4575,Compass Group PLC,"COMPASS GROUP    LS-,1105",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,f5b1be5cf7e6760729a65c6f,active_official_exact_listing_isin_name
FSX::XV2,proposed,XV2,FSX,Stock,CA7279411069,PlasCred Circular Innovations Inc.,PLASCRED CIRCU.INNOV.INC.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,647a4ca04f4e08c1e2ee95f7,active_official_exact_listing_isin_name
FSX::Y1G,proposed,Y1G,FSX,Stock,GB00B1VQ6H25,YouGov plc,"YOUGOV PLC       LS -,002",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d3e269403d165c86c9a8b791,active_official_exact_listing_isin_name
FSX::Y6P,proposed,Y6P,FSX,Stock,FI4000541313,Tamtron Group Oyj,TAMPTRON GROUP OYJ,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,9f46f3780b85c911c013186b,active_official_exact_listing_isin_name
FSX::Y7K,proposed,Y7K,FSX,Stock,US86804J2042,"Sunwoda Electronic Co.,Ltd",SUNWODA ELECTR. GDR REG S,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,bd317a77c8a815fe97190920,active_official_exact_listing_isin_name
FSX::Y9L,proposed,Y9L,FSX,Stock,US9858171054,Yelp Inc,"YELP INC.      DL-,000001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,247f30c48d83c9660ef41530,active_official_exact_listing_isin_name
FSX::YB4P,proposed,YB4P,FSX,Stock,US8051111016,Savara Inc,"SAVARA INC.       DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a52d77a2b04a9823c173afc4,active_official_exact_listing_isin_name
FSX::YC3,proposed,YC3,FSX,Stock,JP3305990008,CONCORDIA FINL GROUP,YOKOHAMA FINANCIAL GROUP,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,9525b308a2634be864ceda07,active_official_exact_listing_isin_name
FSX::YDX,proposed,YDX,FSX,Stock,NL0009805522,Nebius Group N.V.,"NEBIUS GROUP CL.A  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,6cee3d61c985056ab1c0e3e1,active_official_exact_listing_isin_name
FSX::YE20,proposed,YE20,FSX,Stock,CA8629522076,Strathcona Resources Ltd.,STRATHCONA RES. LTD. NEW,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,766bad4db9a38853c83d1c22,active_official_exact_listing_isin_name
FSX::YOC,proposed,YOC,FSX,Stock,DE0005932735,YOC AG,YOC AG O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,893ca004ad602eff767811ea,active_official_exact_listing_isin_name
FSX::Z68,proposed,Z68,FSX,Stock,CA54929M1068,Luca Mining Corp.,LUCA MNG INC.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,aa5b6f17366b907e049a427d,active_official_exact_listing_isin_name
FSX::Z9D,proposed,Z9D,FSX,Stock,SE0000567752,Novotek AB,"NOVOTEK AB B       SK-,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,bef58a85e52523854d4879f0,active_official_exact_listing_isin_name
FSX::Z9P,proposed,Z9P,FSX,Stock,NO0013573014,Sentia ASA,"SENTIA ASA   NK-,012",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,610a719a58771625b4ab8ea9,active_official_exact_listing_isin_name
FSX::ZNHH,proposed,ZNHH,FSX,Stock,CNE1000002T6,China Southern Airlines Company Limited,CHINA STHN AIRL.CO. H YC1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c6eb4e2fc3a941fd767fb111,active_official_exact_listing_isin_name
FSX::ZZA,proposed,ZZA,FSX,Stock,US17243V1026,Cinemark Holdings Inc,"CINEMARK HLDGS INC.DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,99a4ea59e5e48e1b9a350019,active_official_exact_listing_isin_name
FSX::ZZG,proposed,ZZG,FSX,Stock,US45675Y1047,INFORMATION SVC GRP,"INFO.SVCS GRP.INC.DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d180f803e74cef2fc36b5e31,active_official_exact_listing_isin_name
HEL::AKTIA,proposed,AKTIA,HEL,Stock,FI4000058870,Aktia Bank Abp,Aktia Pankki,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,13821c0b37d3e4c38eb2e173,active_official_exact_listing_isin_name
HEL::CONSTI,proposed,CONSTI,HEL,Stock,FI4000178256,Consti Yhtiot Oy,Consti Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,0fa63af595ad68c6837b8605,active_official_exact_listing_isin_name
HEL::HUH1V,proposed,HUH1V,HEL,Stock,FI0009000459,Huhtamaki Oyj,Huhtamäki Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,180c643ce792dde8ecf5ab0a,active_official_exact_listing_isin_name
HEL::KAMUX,proposed,KAMUX,HEL,Stock,FI4000206750,Kamux Suomi Oy,Kamux Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,83c42ec540b10b645c41e7b5,active_official_exact_listing_isin_name
HEL::OMASP,proposed,OMASP,HEL,Stock,FI4000306733,Oma Saastopankki Oyj,Oma Säästöpankki Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,70a02b3e5d66738ff8a9bd76,active_official_exact_listing_isin_name
HEL::OVARO,proposed,OVARO,HEL,Stock,FI4000349113,Ovaro Kiinteistosijoitus Oyj,Ovaro Kiinteistösijoitus Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,5301614cb5a1f126d1a6a479,active_official_exact_listing_isin_name
HEL::SRV1V,proposed,SRV1V,HEL,Stock,FI4000523675,SRV Group plc,SRV Yhtiöt Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,c985fac2813c526c903cae5b,active_official_exact_listing_isin_name
HEL::WRT1V,proposed,WRT1V,HEL,Stock,FI0009003727,Wartsila Oyj Abp,Wärtsilä Oyj Abp,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,870eeb0e7b513b7a43f355fb,active_official_exact_listing_isin_name
HEL::WUF1V,proposed,WUF1V,HEL,Stock,FI0009008452,Wulff-Yhtiot Oy,Wulff-Yhtiöt Oyj,nasdaq_nordic_helsinki_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,5fe3b9240311e48c29f76f71,active_official_exact_listing_isin_name
HKEX::00727,proposed,00727,HKEX,Stock,HK0001131157,CROWNICORP,SINOPROS CORP,hkex_securities_list,exchange_directory,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,a632cdb4775cc24b875e7c8c,active_official_exact_listing_isin_name
HKEX::08087,proposed,08087,HKEX,Stock,KYG8442C1886,CHINA 33MEDIA,CHINA 33 GROUP,hkex_securities_list,exchange_directory,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,d1e2b538d558ddea428dfd84,active_official_exact_listing_isin_name
HNX::BKC,proposed,BKC,HNX,Stock,VN000000BKC7,BacKan Mineral Joint Stock Corp,Công ty cổ phần Khoáng sản Bắc Kạn,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,a3b35a4bd3c9e74d13bbaaeb,active_official_exact_listing_isin_name
HNX::C69,proposed,C69,HNX,Stock,VN000000C697,1369 Construction JSC,Công ty cổ phần Xây dựng 1369,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,bab4d13744c00f8bae3063b0,active_official_exact_listing_isin_name
HNX::CDN,proposed,CDN,HNX,Stock,VN000000CDN7,Danang Port JSC,Công ty cổ phần Cảng Đà Nẵng,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,e6f1fccae9ad1cc595010e06,active_official_exact_listing_isin_name
HNX::CEO,proposed,CEO,HNX,Stock,VN000000CEO3,CEO Group JSC,Công ty cổ phần Tập đoàn C.E.O,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,0cc6ecff97dd44778ef03f2a,active_official_exact_listing_isin_name
HNX::D11,proposed,D11,HNX,Stock,VN000000D117,Real Estate 11,Công ty cổ phần Địa ốc 11,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,dc6126f4f6d7a6a40e17e185,active_official_exact_listing_isin_name
HNX::DC2,proposed,DC2,HNX,Stock,VN000000DC23,Development Investment Construction Number 2 JSC,Công ty cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,1e070b63ae44aee94d5e59fa,active_official_exact_listing_isin_name
HNX::DIH,proposed,DIH,HNX,Stock,VN000000DIH6,Development Investment Construction Hoi An JSC,Công ty cổ phần Đầu tư Phát triển Xây dựng - Hội An,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,c9b8ab7e9289d05a656219a8,active_official_exact_listing_isin_name
HNX::DP3,proposed,DP3,HNX,Stock,VN000000DP36,Central Pharmaceutical JSC No3,Công ty cổ phần Dược phẩm Trung ương 3,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,de3027a9e6d44645e26d13eb,active_official_exact_listing_isin_name
HNX::DS3,proposed,DS3,HNX,Stock,VN000000DS33,Riverway Management JSC No3,Công ty cổ phần DS3,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,10e5efdbbe392a6a89b12ff7,active_official_exact_listing_isin_name
HNX::DVM,proposed,DVM,HNX,Stock,VN000000DVM9,Vietnam Medicinal Materials JSC,Công ty cổ phần Dược liệu Việt Nam,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,24569cc4d44cfc20841c1eb0,active_official_exact_listing_isin_name
HNX::EID,proposed,EID,HNX,Stock,VN000000EID3,Ha Noi Education Development And Investment JSC,Công ty cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,32a974708f650e7da1862e21,active_official_exact_listing_isin_name
HNX::GLT,proposed,GLT,HNX,Stock,VN000000GLT8,Global Electrical Technology Corp,Công ty cổ phần Kỹ thuật Điện Toàn Cầu,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,df64c4288d7ae0aca2773397,active_official_exact_listing_isin_name
HNX::HAT,proposed,HAT,HNX,Stock,VN000000HAT9,Hanoi Beer Trading JSC,Công ty cổ phần Thương mại Bia Hà Nội,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,b182abbeb9365c88df689531,active_official_exact_listing_isin_name
HNX::HJS,proposed,HJS,HNX,Stock,VN000000HJS2,Nam Mu Hydropower JSC,CTCP Thủy điện Nậm Mu,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,4d200536ea0c369fa59229a2,active_official_exact_listing_isin_name
HNX::HLD,proposed,HLD,HNX,Stock,VN000000HLD0,HUDLAND Real Estate Investment and Development,Công ty cổ phần Đầu tư và phát triển Bất động sản HUDLAND,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,cd35fd50b7be4c2a32ae8d22,active_official_exact_listing_isin_name
HNX::IDC,proposed,IDC,HNX,Stock,VN000000IDC7,Idico Corporation JSC,Tổng Công ty IDICO - CTCP,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,d53b5b06eef4099eca3343ad,active_official_exact_listing_isin_name
HNX::IDJ,proposed,IDJ,HNX,Stock,VN000000IDJ2,IDJ FINANCIAL,Công ty cổ phần Đầu tư IDJ Việt Nam,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,d62295ffd7fce027e473977b,active_official_exact_listing_isin_name
HNX::IPA,proposed,IPA,HNX,Stock,VN000000IPA5,Ipa Investments Group JSC,Công ty cổ phần Tập đoàn Đầu tư I.P.A,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,715d3e104bb96e91f9e8806e,active_official_exact_listing_isin_name
HNX::KDM,proposed,KDM,HNX,Stock,VN000000KDM2,New Residential Urban Development Holdings Corp,Công ty Cổ Phần Tập đoàn GCL,hnx_listed_securities,exchange_directory,https://www.hnx.vn/cophieu-etfs/chung-khoan-ny.html,629f95f7a5dc4f0b4e6f12ba,active_official_exact_listing_isin_name
