target_listing_key,ticker,target_exchange,official_name,official_asset_type,official_isin,official_sector,official_source_key,official_source_url,official_source_context,existing_listing_keys,existing_exchanges,existing_names,existing_asset_types,existing_isins,same_isin_listing_keys,name_exact_match_listing_keys,asset_type_mismatch,existing_dataset_context,identity_evidence,identity_resolution_context,collision_risk_flags,identity_resolution_queue,review_bucket,review_priority,review_strategy,verification_evidence_required,recommended_next_source,source_gate,review_decision,clearance_evidence_required,recommended_next_action
XETRA::DBMF,DBMF,XETRA,IMGP-DBI MA.FU.RETFDLD,ETF,LU2951555585,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE ARCA::DBMF,NYSE ARCA,iMGP DBi Managed Futures Strategy ETF,ETF,LU2951555585,LSE::DBMG|NYSE ARCA::DBMF,,false,existing_listing_keys=NYSE ARCA::DBMF;existing_exchanges=NYSE ARCA;existing_isins=LU2951555585;same_isin_listing_keys=LSE::DBMG|NYSE ARCA::DBMF;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE ARCA;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE ARCA.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DBV,DBV,XETRA,"DBV TECHNOLOGIES  EO -,10",Stock,FR0010417345,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,Euronext::DBV,Euronext,DBV Technologies S.A.,Stock,FR0010417345,Euronext::DBV|LSE::0QAJ|OTC::DBVTF,,false,existing_listing_keys=Euronext::DBV;existing_exchanges=Euronext;existing_isins=FR0010417345;same_isin_listing_keys=Euronext::DBV|LSE::0QAJ|OTC::DBVTF;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::Euronext;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::Euronext.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DCO,DCO,XETRA,DEERE CO.            DL 1,Stock,US2441991054,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE::DCO,NYSE,Ducommun Incorporated,Stock,US2641471097,LSE::0R2P|NYSE::DE|OTC::DEDVF,,false,existing_listing_keys=NYSE::DCO;existing_exchanges=NYSE;existing_isins=US2641471097;same_isin_listing_keys=LSE::0R2P|NYSE::DE|OTC::DEDVF;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|existing_isin_conflict|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DEL2,DEL2,XETRA,L+G-L+G DAX DAILY 2X LONG,ETF,IE00B4QNHH68,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,LSE::DEL2,LSE,L&G DAX® Daily 2x Long UCITS ETF,ETF,IE00B4QNHH68,LSE::DEL2|LSE::DL2P,,false,existing_listing_keys=LSE::DEL2;existing_exchanges=LSE;existing_isins=IE00B4QNHH68;same_isin_listing_keys=LSE::DEL2|LSE::DL2P;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::LSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::LSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DES2,DES2,XETRA,L+G-L+G DAX D.2X SHORT,ETF,IE00B4QNHZ41,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,LSE::DES2,LSE,L&G DAX® Daily 2x Short UCITS ETF,ETF,IE00B4QNHZ41,LSE::DES2|LSE::DS2P,,false,existing_listing_keys=LSE::DES2;existing_exchanges=LSE;existing_isins=IE00B4QNHZ41;same_isin_listing_keys=LSE::DES2|LSE::DS2P;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::LSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::LSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DFEN,DFEN,XETRA,VANECKETFSDFNS ADLA,ETF,IE000YYE6WK5,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE ARCA::DFEN,NYSE ARCA,Direxion Daily Aerospace & Defense Bull 3X Shares Direxion Daily Aerospace,ETF,IE000YYE6WK5,LSE::DFNG|LSE::DFNS|NYSE ARCA::DFEN,,false,existing_listing_keys=NYSE ARCA::DFEN;existing_exchanges=NYSE ARCA;existing_isins=IE000YYE6WK5;same_isin_listing_keys=LSE::DFNG|LSE::DFNS|NYSE ARCA::DFEN;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE ARCA;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE ARCA.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DLX,DLX,XETRA,DELIGNIT AG      INH.O.N.,Stock,DE000A0MZ4B0,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE::DLX,NYSE,Deluxe Corporation,Stock,DE000A0MZ4B0,NYSE::DLX,,false,existing_listing_keys=NYSE::DLX;existing_exchanges=NYSE;existing_isins=DE000A0MZ4B0;same_isin_listing_keys=NYSE::DLX;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DOD,DOD,XETRA,DOMINION ENERGY INC.,Stock,US25746U1097,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,SET::DOD,SET,DOD Biotech Public Company Limited,Stock,US25746U1097,LSE::0IC9|SET::DOD,,false,existing_listing_keys=SET::DOD;existing_exchanges=SET;existing_isins=US25746U1097;same_isin_listing_keys=LSE::0IC9|SET::DOD;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::SET;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::SET.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DOGE,DOGE,XETRA,21SHARES DOGE ETP O.END,ETF,CH1431521033,Alternative,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,SIX::DOGE,SIX,21Shares Dogecoin ETP,ETF,CH1431521033,SIX::DOGE|SIX::DOGE-USD,,false,existing_listing_keys=SIX::DOGE;existing_exchanges=SIX;existing_isins=CH1431521033;same_isin_listing_keys=SIX::DOGE|SIX::DOGE-USD;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::SIX;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::SIX.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DRGN,DRGN,XETRA,LG E.C.CNY B.E. DLD,ETF,IE00BLRPQL76,Fixed Income,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,BATS::DRGN,BATS,Themes China Generative Artificial Intelligence ETF,ETF,US8829272967,LSE::DRGG,,false,existing_listing_keys=BATS::DRGN;existing_exchanges=BATS;existing_isins=US8829272967;same_isin_listing_keys=LSE::DRGG;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::BATS;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|existing_isin_conflict|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::BATS.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DRUP,DRUP,XETRA,MUL-AM.MSCI DI.TECH. DLA,ETF,LU2023678282,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE ARCA::DRUP,NYSE ARCA,GraniteShares ETF Trust - GraniteShares Nasdaq Select Disruptors ETF,ETF,LU2023678282,LSE::UNIC|NYSE ARCA::DRUP|NYSE ARCA::DTEC|SIX::QBIT,,false,existing_listing_keys=NYSE ARCA::DRUP;existing_exchanges=NYSE ARCA;existing_isins=LU2023678282;same_isin_listing_keys=LSE::UNIC|NYSE ARCA::DRUP|NYSE ARCA::DTEC|SIX::QBIT;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE ARCA;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE ARCA.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DSG,DSG,XETRA,"DICK'S SPORTING    DL-,01",Stock,US2533931026,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,LSE::DSG,LSE,Dillistone Group PLC,Stock,GB00B13QQB40,NYSE::DKS,,false,existing_listing_keys=LSE::DSG;existing_exchanges=LSE;existing_isins=GB00B13QQB40;same_isin_listing_keys=NYSE::DKS;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::LSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|existing_isin_conflict|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::LSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DSN,DSN,XETRA,DANSKE BK   NAM.    DK 10,Stock,DK0010274414,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,HOSE::DSN,HOSE,Dam Sen Water Park Corp,Stock,VN000000DSN3,CPH::DANSKE|LSE::0NVC|OTC::DNSKF,,false,existing_listing_keys=HOSE::DSN;existing_exchanges=HOSE;existing_isins=VN000000DSN3;same_isin_listing_keys=CPH::DANSKE|LSE::0NVC|OTC::DNSKF;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::HOSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|existing_isin_conflict|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::HOSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DSPY,DSPY,XETRA,LEVERAGE SHARES S+P ETP,ETF,XS2875106242,Alternative,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE ARCA::DSPY,NYSE ARCA,Tema ETF Trust,ETF,XS2875106242,LSE::SPYO|LSE::SPYY|NYSE ARCA::DSPY,,false,existing_listing_keys=NYSE ARCA::DSPY;existing_exchanges=NYSE ARCA;existing_isins=XS2875106242;same_isin_listing_keys=LSE::SPYO|LSE::SPYY|NYSE ARCA::DSPY;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE ARCA;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE ARCA.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
XETRA::DTE,DTE,XETRA,DT.TELEKOM AG NA,Stock,DE0005557508,,deutsche_boerse_xetra_all_tradable_equities,https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,official_source_key=deutsche_boerse_xetra_all_tradable_equities;official_source_url=https://www.cashmarket.deutsche-boerse.com/resource/blob/1528/b52ea43a2edac92e8283d40645d1c076/data/t7-xetr-allTradableInstruments.csv,NYSE::DTE,NYSE,DTE Energy Company,Stock,US2333311072,LSE::0MPH|OTC::DTEGF,,false,existing_listing_keys=NYSE::DTE;existing_exchanges=NYSE;existing_isins=US2333311072;same_isin_listing_keys=LSE::0MPH|OTC::DTEGF;name_exact_match_listing_keys=none;asset_type_mismatch=false,official_isin|same_isin_existing_listing|asset_type_consistent,exchange_context=XETRA::NYSE;identity_resolution_queue=review_cross_listing_same_isin_name_or_scope_gap;review_bucket=same_isin_cross_listing_needs_name_or_scope_review;identity_evidence=official_isin|same_isin_existing_listing|asset_type_consistent,ticker_reused_on_other_exchange|existing_isin_conflict|same_isin_existing_listing|no_exact_name_match,review_cross_listing_same_isin_name_or_scope_gap,same_isin_cross_listing_needs_name_or_scope_review,P2,batch_review_same_isin_name_or_scope_reconciliation,official_target_exchange_status_plus_issuer_or_name_scope_reconciliation,Official target-exchange status plus issuer/name or scope reconciliation for XETRA::NYSE.,Do not resolve identity until official listing status and issuer/name or scope differences are reconciled.,same_isin_cross_listing_candidate_requires_exchange_scope_review,official_target_exchange_listing_status_plus_name_or_scope_reconciliation,verify_target_exchange_listing_status_mic_name_and_instrument_type_before_cross_listing_add
