ticker,exchange,asset_type,name,bse_scrip_code,bse_security_id,bse_name,bse_isin,bse_sector,bse_industry,bse_group,bse_subgroup,sector_update,name_match,isin_match,decision,error
ATHCON,BSE_IN,Stock,Athena Constructions Ltd,539099,ATHCON,Athena Constructions Ltd,INE291R01011,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
ATHENAGLO,BSE_IN,Stock,Athena Global Technologies Ltd-$,517429,ATHENAGLO,Athena Global Technologies Ltd-$,INE576B01019,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
ATISHAY,BSE_IN,Stock,Atishay Ltd,538713,ATISHAY,Atishay Ltd,INE011R01013,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
ATLPP,BSE_IN,Stock,Allcargo Terminals Ltd,890228,ATLPP,Allcargo Terminals Ltd,IN90NN701011,,,,,,True,True,unsupported_bse_sector,
ATVOENT,BSE_IN,Stock,Atvo Enterprises Ltd,532090,ATVOENT,Atvo Enterprises Ltd,INE219M01021,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
AUSTERE,BSE_IN,Stock,Austere Systems Ltd,544505,AUSTERE,Austere Systems Ltd,INE104201012,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
AUTOINT,BSE_IN,Stock,Autoriders International Ltd,512277,AUTOINT,Autoriders International Ltd,INE340U01010,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
AUTOPINS,BSE_IN,Stock,Auto Pins (India) Ltd,531994,AUTOPINS,Auto Pins (India) Ltd,INE706C01028,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Consumer Discretionary,True,True,accept,
AUTOPRD,BSE_IN,Stock,Automobile Products of India Ltd,505032,AUTOPRD,Automobile Products of India Ltd,INE0NY101012,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Consumer Discretionary,True,True,accept,
AVANCE,BSE_IN,Stock,Avance Technologies Ltd,512149,AVANCE,Avance Technologies Ltd,INE758A01072,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
AVASARA,BSE_IN,Stock,Avasara Finance Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AVEER,BSE_IN,Stock,Aveer Foods Ltd,543737,AVEER,Aveer Foods Ltd,INE09BN01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
AVONMERC,BSE_IN,Stock,Avon Mercantile Ltd,512265,AVONMERC,Avon Mercantile Ltd,INE471D01019,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
AXENTRA,BSE_IN,Stock,Axentra Corp Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AXISOL,BSE_IN,Stock,Axis Solutions Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AZADIND,BSE_IN,Stock,Azad India Mobility Ltd,504731,AZADIND,Azad India Mobility Ltd,INE566M01017,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
AZTEC,BSE_IN,Stock,Aztec Fluids & Machinery Ltd,544177,AZTEC,Aztec Fluids & Machinery Ltd,INE0SCB01016,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,Information Technology,True,True,accept,
BAIKAKAJI,BSE_IN,Stock,Bai-Kakaji Polymers Ltd,544670,BAIKAKAJI,Bai-Kakaji Polymers Ltd,INE1IJQ01026,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,Consumer Discretionary,True,True,accept,
BAJGLOB,BSE_IN,Stock,Bajaj Global Ltd,512261,BAJGLOB,Bajaj Global Ltd,INE553H01015,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
BALGOPAL,BSE_IN,Stock,Balgopal Commercial Ltd,539834,BALGOPAL,Balgopal Commercial Ltd,INE119R01014,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
BAMPSL,BSE_IN,Stock,Bampsl Securities Ltd,531591,BAMPSL,Bampsl Securities Ltd,INE802A01037,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
BANDARAM,BSE_IN,Stock,Bandaram Pharma Packtech Ltd,524602,BANDARAM,Bandaram Pharma Packtech Ltd,INE875N01036,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
BANGANGA,BSE_IN,Stock,Banganga Paper Industries Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BANSTEA,BSE_IN,Stock,Bansisons Tea Industries Ltd,519353,BANSTEA,Bansisons Tea Industries Ltd,INE856E01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,Consumer Staples,True,True,accept,
BARODARY,BSE_IN,Stock,Baroda Rayon Corporation Ltd,500270,BARODARY,Baroda Rayon Corporation Ltd,INE461A01024,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
BAZELINTER,BSE_IN,Stock,Bazel International Ltd,539946,BAZELINTER,Bazel International Ltd,INE217E01014,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
BCCPP,BSE_IN,Stock,BCC Fuba India Ltd,890235,BCCPP,BCC Fuba India Ltd,IN9788D01014,,,,,,True,True,unsupported_bse_sector,
BEEZAASAN,BSE_IN,Stock,Beezaasan Explotech Ltd,544369,BEEZAASAN,Beezaasan Explotech Ltd,INE13VU01016,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,Materials,True,True,accept,
BEFOUNDMOL,BSE_IN,Stock,Befound Movement Ltd,511585,BEFOUNDMOL,Befound Movement Ltd,INE425F01028,Services,Services,Commercial Services & Supplies,Consulting Services,Industrials,True,True,accept,
BELDING,BSE_IN,Stock,Belding India Ltd,513307,BELDING,Belding India Ltd,INE363L01045,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",Industrials,True,True,accept,
BENCHMARK,BSE_IN,Stock,Benchmark Computer Solutions Ltd,544052,BENCHMARK,Benchmark Computer Solutions Ltd,INE0Q2Z01013,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
BENGALS,BSE_IN,Stock,Bengal Steel Industries Ltd,512404,BENGALS,Bengal Steel Industries Ltd,INE523W01017,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
BENTCOM,BSE_IN,Stock,Bentley Commercial Enterprises Ltd,512195,BENTCOM,Bentley Commercial Enterprises Ltd,INE496M01017,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
BFLAFL,BSE_IN,Stock,BFL Asset Finvest Ltd,539662,BFLAFL,BFL Asset Finvest Ltd,INE948Q01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
BGDL,BSE_IN,Stock,Bharat Global Developers Ltd,521238,BGDL,Bharat Global Developers Ltd,INE893C01032,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,Information Technology,True,True,accept,
BGIL,BSE_IN,Stock,BGIL Films & Technologies Ltd,511664,BGIL,BGIL Films & Technologies Ltd,INE443D01018,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",Consumer Discretionary,True,True,accept,
BHAGGAS,BSE_IN,Stock,Bhagawati Gas Ltd,500051,BHAGGAS,Bhagawati Gas Ltd,INE099C01010,,,,,,True,True,unsupported_bse_sector,
BHANDERI,BSE_IN,Stock,Bhanderi Infracon Ltd,538576,BHANDERI,Bhanderi Infracon Ltd,INE336Q01016,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
BHARATROHAN,BSE_IN,Stock,Bharatrohan Airborne Innovations Ltd,544535,BHARATROHAN,Bharatrohan Airborne Innovations Ltd,INE0QMV01017,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
BHATEXT,BSE_IN,Stock,Bharat Textiles & Proofing Industries Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BHAVIK,BSE_IN,Stock,Bhavik Enterprises Ltd,544551,BHAVIK,Bhavik Enterprises Ltd,INE18PB01017,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Materials,True,True,accept,
BHUDEVI,BSE_IN,Stock,Bhudevi Infra Projects Ltd,526488,BHUDEVI,Bhudevi Infra Projects Ltd,INE432N01010,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
BIJHANS,BSE_IN,Stock,Bijoy Hans Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BILVYAPAR,BSE_IN,Stock,Bil Vyapar Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BIOGEN,BSE_IN,Stock,Biogen Pharmachem Industries Ltd,531752,BIOGEN,Biogen Pharmachem Industries Ltd,INE703D01023,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
BIZOTIC,BSE_IN,Stock,Bizotic Commercial Ltd,543926,BIZOTIC,Bizotic Commercial Ltd,INE0OJ401014,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Consumer Discretionary,True,True,accept,
BJDUP,BSE_IN,Stock,BJ Duplex Boards Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BLBLIMITED,BSE_IN,Stock,BLB Ltd,532290,BLBLIMITED,BLB Ltd,INE791A01024,Financial Services,Financial Services,Finance,Investment Company,Financials,False,True,accept,
BLOIN,BSE_IN,Stock,Bloom Industries Ltd,513422,BLOIN,Bloom Industries Ltd,INE373E01015,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
BLUECHIP,BSE_IN,Stock,Blue Chip India Ltd,531936,BLUECHIP,Blue Chip India Ltd,INE657B01025,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
BLUECHIPT,BSE_IN,Stock,Bluechip Tex Industries Ltd,506981,BLUECHIPT,Bluechip Tex Industries Ltd,INE472D01017,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
BLUEGOD,BSE_IN,Stock,Bluegod Entertainment Ltd,539175,BLUEGOD,Bluegod Entertainment Ltd,INE924N01024,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,Consumer Discretionary,True,True,accept,
BNAGROCHEM,BSE_IN,Stock,BN Agrochem Ltd,526125,BNAGROCHEM,BN Agrochem Ltd,INE00HZ01011,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
BNALTD,BSE_IN,Stock,B & A Ltd,508136,BNALTD,B & A Ltd,INE489D01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,Consumer Staples,False,True,accept,
BOMBWIR,BSE_IN,Stock,Bombay Wire Ropes Ltd,504648,BOMBWIR,Bombay Wire Ropes Ltd,INE089T01023,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
BOMTALKIES,BSE_IN,Stock,Bombay Talkies Ltd,511246,BOMTALKIES,Bombay Talkies Ltd,INE910D01024,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",Consumer Discretionary,True,True,accept,
BONDADA,BSE_IN,Stock,Bondada Engineering Ltd,543971,BONDADA,Bondada Engineering Ltd,INE0Q8P01029,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,Communication Services,True,True,accept,
BORANA,BSE_IN,Stock,Borana Weaves Ltd,544404,BORANA,Borana Weaves Ltd,INE16SF01016,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
BOSTON,BSE_IN,Stock,Boston Commerce Ltd,531458,BOSTON,Boston Commerce Ltd,INE109B01019,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
BPAGRI,BSE_IN,Stock,Blue Pearl Agriventures Ltd,514440,BPAGRI,Blue Pearl Agriventures Ltd,INE439N01031,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
BPCAP,BSE_IN,Stock,B. P. Capital Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
BRGIL,BSE_IN,Stock,B.R.Goyal Infrastructure Ltd,544335,BRGIL,B.R.Goyal Infrastructure Ltd,INE00ST01011,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
BRIPORT,BSE_IN,Stock,Brilliant Portfolios Ltd,539434,BRIPORT,Brilliant Portfolios Ltd,INE661F01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
BRISK,BSE_IN,Stock,Brisk Technovision Ltd,544101,BRISK,Brisk Technovision Ltd,INE0Q6L01014,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,Information Technology,True,True,accept,
BROACH,BSE_IN,Stock,Broach Lifecare Hospital Ltd,544231,BROACH,Broach Lifecare Hospital Ltd,INE0SFZ01018,Healthcare,Healthcare,Healthcare Services,Hospital,Health Care,True,True,accept,
BSELALGO,BSE_IN,Stock,BSEL Algo Ltd,532123,BSELALGO,BSEL Algo Ltd,INE395A01016,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
CALLISTA,BSE_IN,Stock,Callista Industries Ltd,539335,CALLISTA,Callista Industries Ltd,INE714Q01014,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
CANDOUR,BSE_IN,Stock,Candour Techtex Ltd,522292,CANDOUR,Candour Techtex Ltd,INE713D01055,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
CAPTRUST,BSE_IN,Stock,Capital Trust Ltd,511505,CAPTRUST,Capital Trust Ltd,INE707C01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
CARGOSOL,BSE_IN,Stock,Cargosol Logistics Ltd,543621,CARGOSOL,Cargosol Logistics Ltd,INE0KZM01011,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
CARGOTRANS,BSE_IN,Stock,Cargotrans Maritime Ltd,543618,CARGOTRANS,Cargotrans Maritime Ltd,INE0M4L01013,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
CASPIAN,BSE_IN,Stock,Caspian Corporate Services Ltd,534732,CASPIAN,Caspian Corporate Services Ltd,INE176N01039,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
CCAL,BSE_IN,Stock,City Crops Agro Ltd,544000,CCAL,City Crops Agro Ltd,INE0M7501019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
CCDL,BSE_IN,Stock,Consecutive Commodities Ltd,539091,CCDL,Consecutive Commodities Ltd,INE187R01029,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
CELLA,BSE_IN,Stock,Cella Space Ltd,532701,CELLA,Cella Space Ltd,INE266H01014,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
CEMAINFRA,BSE_IN,Stock,Cemantic Infra-Tech Ltd,538596,CEMAINFRA,Cemantic Infra-Tech Ltd,INE222B01028,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
CFEL,BSE_IN,Stock,Confidence Futuristic Energetech Ltd,539991,CFEL,Confidence Futuristic Energetech Ltd,INE700F01024,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
CGFL,BSE_IN,Stock,Credent Global Finance Ltd,539598,CGFL,Credent Global Finance Ltd,INE727C01024,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
CHADPAP,BSE_IN,Stock,Chadha Papers Ltd,531946,CHADPAP,Chadha Papers Ltd,INE669W01018,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
CHALLANI,BSE_IN,Stock,Challani Capital Ltd,530747,CHALLANI,Challani Capital Ltd,INE807A01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
CHATHA,BSE_IN,Stock,Chatha Foods Ltd,544151,CHATHA,Chatha Foods Ltd,INE0AH901011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
CHECKPOINT,BSE_IN,Stock,Checkpoint Trends Ltd,531099,CHECKPOINT,Checkpoint Trends Ltd,INE396H01019,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
CHEMIESYNT,BSE_IN,Stock,Chemiesynth (Vapi) Ltd,539230,CHEMIESYNT,Chemiesynth (Vapi) Ltd,INE829R01018,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Materials,True,True,accept,
CHEMKART,BSE_IN,Stock,Chemkart India Ltd,544442,CHEMKART,Chemkart India Ltd,INE0VWL01017,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
CHIRAHARIT,BSE_IN,Stock,Chiraharit Ltd,544561,CHIRAHARIT,Chiraharit Ltd,INE12P101018,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
CHLLTD,BSE_IN,Stock,CHL Ltd,532992,CHLLTD,CHL Ltd,INE790D01020,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Consumer Discretionary,False,True,accept,
CHOKSI,BSE_IN,Stock,Choksi Asia Ltd,530427,CHOKSI,Choksi Asia Ltd,INE865B01016,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Health Care,True,True,accept,
CHOTHANI,BSE_IN,Stock,Chothani Foods Ltd,540681,CHOTHANI,Chothani Foods Ltd,INE344X01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
CHROME,BSE_IN,Stock,Chrome Silicon Ltd-$,513005,CHROME,Chrome Silicon Ltd-$,INE114E01013,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Materials,True,True,accept,
CITICHEM,BSE_IN,Stock,Citichem India Ltd,544324,CITICHEM,Citichem India Ltd,INE0A8401016,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Materials,True,True,accept,
CITIPOR,BSE_IN,Stock,Citi Port Financial Services Ltd,531235,CITIPOR,Citi Port Financial Services Ltd,INE494D01011,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
CITURGIA,BSE_IN,Stock,Citurgia Biochemicals Ltd,506373,CITURGIA,Citurgia Biochemicals Ltd,INE795B01031,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
CITYON,BSE_IN,Stock,Cityon Systems (India) Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
CITYSQUARE,BSE_IN,Stock,Jay Ambe Supermarkets Ltd,544514,CITYSQUARE,Jay Ambe Supermarkets Ltd,INE1DRH01011,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,Consumer Discretionary,True,True,accept,
CLARA,BSE_IN,Stock,Clara Industries Ltd,543435,CLARA,Clara Industries Ltd,INE0JJS01014,Industrials,Capital Goods,Industrial Products,Packaging,Industrials,True,True,accept,
CLASELE,BSE_IN,Stock,Classic Electricals Ltd,512213,CLASELE,Classic Electricals Ltd,INE02BR01017,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
CLCIND,BSE_IN,Stock,CLC Industries Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
CLENON,BSE_IN,Stock,Clenon Enterprises Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
CMBL,BSE_IN,Stock,Corporate Merchant Bankers Ltd,540199,CMBL,Corporate Merchant Bankers Ltd,INE850R01014,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
CMICABLES,BSE_IN,Stock,CMI Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
CMXLTD,BSE_IN,Stock,CMX Holdings Ltd,532217,CMXLTD,CMX Holdings Ltd,INE027F01014,Financial Services,Financial Services,Finance,Other Financial Services,Financials,False,True,accept,
CNCRD,BSE_IN,Stock,Concord Control Systems Ltd,543619,CNCRD,Concord Control Systems Ltd,INE0N0J01014,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
